date,type,info1,info2,info3,info4,tag
1,talk,0,0,4,4:もう少しで何か分かりそう･･･ではあるんだけど･･･。,['difficult']
1,talk,1,0,2,2:Agent[04]よ、汝は占いの術に長じているとの噂を耳にしたぞ。,['Mt:04']
1,talk,1,0,2,2:実に興味深い。,['admiration']
1,talk,1,0,2,2:Agent[02]の行動に疑念を抱くとのことだが、その根拠を詳細に語って頂きたい。,['Req(T):02']
1,talk,2,0,3,3:Agent[02]の疑念は尤もですよぅ！,['Agr:02（Sus:02）']
1,talk,3,0,1,1:>>Agent[04]なるほど、Agent[02]を占うのは面白いかもな。,['Mt:04']
1,talk,3,0,1,1:彼の話し方が独特だから気になるのもわかるぜ。,['Est[01]:02->not(村人)']
1,talk,3,0,1,1:でも、まだ他の人の意見も聞いてみたいな。,['Req(Discuss)']
1,talk,4,0,5,5:ボクは占い師なのだ。,['CO[05]:占い師']
1,talk,4,0,5,5:占いの結果、Agent[04]は人間だったのだ。,['DivT[05]:04->白']
1,talk,5,1,4,4:え、えっと、昨日の夜に僕が占った結果、Agent[02]が人狼だってことがわかったんだ･･･。,['DivT[04]:02->黒']
1,talk,5,1,4,4:だから、今日の投票はAgent[02]にしようと思うんだけど、みんなはどう思う？,"['Vote[04]:02', 'Req(Discuss)']"
1,talk,5,1,4,4:ち、ちょっと緊張してるけど、この情報は大事だと思うんだ･･･。,['confused']
1,talk,6,1,2,2:Agent[04]の占いは、この混沌とした夜に一筋の光明を齎す、運命の導きなり。,['Pers:ALL']
1,talk,6,1,2,2:もしもAgent[02]が人狼の悪しき者であるならば、今まさに断罪の刃を振るうべきであろう。,['IF(02:人狼)->(Vote[ALL]:02)']
1,talk,6,1,2,2:然し、Agent[05]もまた、占い師を名乗る。,"['CO[05]:占い師', 'CO[04]:占い師']"
1,talk,6,1,2,2:この不可解な状況は、かの二人の中、必ずしも真の占い師が存在せず、一人は狂人の仮面を被る者であることを示唆する。,"['XorEst:(04,05)->(占い師⇔狂人)']"
1,talk,6,1,2,2:真偽を見極めるため、我は己の睿智を研ぎ澄ませ、慎重なる判断を下す必要性に迫られる。,['difficult']
1,talk,8,1,1,1:これは悩ましい状況だぜ。,['difficult']
1,talk,8,1,1,1:Agent[04]とAgent[05]のどちらが本物の占い師なのかを見極めることが大事だな。,"['Est[01]:04->占い師', 'Est[01]:05->占い師', 'difficult']"
1,talk,8,1,1,1:もし>>Agent[05]が本物の占い師だと仮定したら、Agent[04]が狂人か村人になるが、が本物だと、Agent[02]が人狼だぜ。,"['IF(05:占い師)->(04:狂人,Est[01]:04->村人,IF(05:占い師)->(02:人狼))']"
1,talk,8,1,1,1:両者の情報をもっとよく話し合って、投票する相手を決めよう。,['Req(Discuss)']
1,talk,9,1,5,5:ボクが占い師なのだ。,['CO[05]:占い師']
1,talk,9,1,5,5:Agent[04]の結果が怪しいから、今日はAgent[02]に投票するべきだと思うのだ。,"['Sus:04', 'Vote[05]:02']"
1,talk,9,1,5,5:彼が人狼である可能性が高いのだ。,['Est[05]:02->人狼']
1,talk,10,2,4,4:え、えっと、Agent[05]が占い師だって言ってるけど、それはちがうよ。,['Dis:05（CO[05]:占い師）']
1,talk,10,2,4,4:ぼ、僕が本当の占い師だから･･･。,['CO[04]:占い師']
1,talk,10,2,4,4:Agent[05]はきっと偽物だね。,['Est[04]:05->not(占い師)']
1,talk,10,2,4,4:そして、僕が占った結果、Agent[02]が人狼だってことが分かったんだ･･･。,['DivT[04]:02->黒']
1,talk,10,2,4,4:だから今日の投票はAgent[02]にしようよ。,['Vote[04]:02']
1,talk,10,2,4,4:それが、ぼ、僕たちのためになると思うんだ･･･。,['Pers:ALL']
1,talk,11,2,2,2:時既に遅し、今や我々の進むべき道を定め、投票先を定めるべく、議論の渦へと身を投じる時なり。,['Req(Discuss)']
1,talk,12,2,1,1:僕は村人だよ！,['CO[01]:村人']
1,talk,12,2,1,1:Agent[04]とAgent[05]のどちらが本物の占い師かを見極めるのが重要だぜ。,"['XorEst:(04,05)->(占い師⇔not(占い師))']"
1,talk,12,2,1,1:Agent[04]が本物なら、Agent[02]が人狼ってことになるし、Agent[05]が本物なら、Agent[04]が狂人か村人になる。,"['IF(04:占い師)->(02:人狼),IF(05:占い師)->(04:狂人,Est[01]:04->村人)']"
1,talk,12,2,1,1:どちらにしても、Agent[02]に投票するのが安全かもしれないな。,['Vote[01]:02']
1,talk,12,2,1,1:みんなはどう思う?,['Req(Discuss)']
1,talk,16,3,1,1:みんなはどう思う?,['Req(Discuss)']
1,talk,13,2,5,5:ボクはAgent[02]に投票するつもりなのだ。,['Vote[05]:02']
1,talk,13,2,5,5:彼が人狼である可能性高いから、みんなも同じ考えだと思うのだ。,"['Est[05]:02->人狼', 'Pers:ALL']"
1,talk,13,2,5,5:信じて選ぼう！,['Pers:ALL']
1,talk,14,3,4,4:え、えっと、Agent[05]が占い師だって言ってるけど、それはおかしいよ･･･。,"['Dis:05（CO[05]:占い師）', 'confused']"
1,talk,14,3,4,4:だって、僕が本当の占い師だから。,['CO[04]:占い師']
1,talk,14,3,4,4:昨日、Agent[02]を占って、人狼だっていう結果が出たんだ。,['DivT[04]:02->黒']
1,talk,14,3,4,4:だから、Agent[05]が言ってることは、ど、どう考えてもおかしいんだよ･･･。,['Dis:05（CO[05]:占い師）']
1,talk,14,3,4,4:みんな、信じてほしいな･･･。,['Pers:ALL']
1,talk,14,3,4,4:Agent[02]に投票するのが、ほ、本当に正しい選択だと思うんだ･･･。,['Vote[04]:02']
1,talk,15,3,2,2:我は、Agent[04]に投票を決めた。,['Vote[02]:04']
1,talk,15,3,2,2:彼は自らを占い師と名乗り、Agent[02]を人狼と断定したのだ。,"['Fact[02]:04->CO[04]:占い師', 'Fact[02]:04->Fact[04]:02->人狼']"
1,talk,15,3,2,2:だが、Agent[05]もまた占い師を名乗る。,['Fact[02]:05->CO[05]:占い師']
1,talk,15,3,2,2:両者の主張は矛盾し、真偽の判断は容易ではない。,"['contradiction', 'difficult']"
