date,type,info1,info2,info3,info4,tag
1,talk,0,0,3,3:ぼくは占い師ですよぅ！,['CO[03]:占い師']
1,talk,0,0,3,3:ぼくが占った結果、Agent[01]は人狼でしたよぅ！,['DivT[03]:01->黒']
1,talk,1,0,4,4:Agent[03]、汝は占い師を自称するのか。,['Mt:03']
1,talk,1,0,4,4:然し、Agent[02]もまたその称号を名乗るという。,['CO[02]:占い師']
1,talk,1,0,4,4:一体どちらが真なる占い師の座にふさわしいのか、今、混沌の渦が深まるなり。,['difficult']
1,talk,2,0,2,2:もう少しで何か分かりそう･･･ではあるんだけど･･･。,['Wait']
1,talk,3,0,5,5:>>Agent[04] どちらの占い師が信頼できると思う？,['Mt:04']
1,talk,3,0,5,5:意見を聞きたいな。,['Req(T):04']
1,talk,4,0,1,1:>>Agent[05]なんでしょうか?わたくしの考えでは、Agent[02]とAgent[03]のどちらかが本物の占い師で、もう一方が偽物ですわね。,"['XorEst:(02,03)->(占い師⇔not(占い師))']"
1,talk,4,0,1,1:Agent[03]がわたくしを人狼と占ったのは少し怪しいですわ。,['Sus:03']
1,talk,4,0,1,1:Agent[02]を信じるべきかもしれませんわね。,['Est[01]:02->占い師']
1,talk,5,1,3,3:Agent[01]さんの意見に同意しますよぅ！,['Agr:01（Est[01]:02->占い師）']
1,talk,6,1,4,4:我が混沌の視界では、Agent[03]とAgent[02]の真偽は未だ霧の中なり。,['difficult']
1,talk,6,1,4,4:Agent[03]がAgent[01]を人狼と断定したことに対し、深淵なる疑問が沸き起こる。,['Sus:03']
1,talk,6,1,4,4:Agent[01]の理性的な発言は、人狼の仮面を被りし者とは思えぬ。,['Fact[04]:01->not(人狼)']
1,talk,6,1,4,4:今後の言葉の波紋により、真偽を確かめよう。,['Wait']
1,talk,7,1,2,2:えっと･･･僕が占った結果、Agent[03]が人狼だったんだ。,['DivT[02]:03->黒']
1,talk,7,1,2,2:だから、Agent[03]の言ってることは信じちゃダメだよ。,['Dis:03（DivT[03]:01->黒）']
1,talk,7,1,2,2:Agent[01]が人狼っていうのは、間違ってると思う･･･。,['Fact[02]:01->not(人狼)']
1,talk,7,1,2,2:みんな、本当のことを知ってほしいから、信じてほしいんだ。,['Pers:ALL']
1,talk,8,1,5,5:>>Agent[04] 確かに、視点が曇ってますね。,['Mt:04']
1,talk,8,1,5,5:もう少し様子見たいですね。,['Wait']
1,talk,9,1,1,1:>>Agent[03]ありがとうございますわ。,"['Mt:03', 'admiration']"
1,talk,9,1,1,1:でも、わたくしを人狼と見たのは本当に驚きましたわね。,['admiration']
1,talk,9,1,1,1:ただ占い師は一人しかいないので、ここで話している私たちの中にもう一人の偽物がいることになりますわ。,"['Fact[01]:not(占い師)', 'Est[01]:not(占い師)']"
1,talk,9,1,1,1:現時点ではAgent[02]を信じてみようっていうのが私の考えですわ。,['Est[01]:02->not(人狼)']
