date,type,info1,info2,info3,info4,tag
1,talk,0,0,1,1:うちの占い結果によると、Agent[05]は白だったよ。,['DivT[01]:05->白']
1,talk,0,0,1,1:Agent[05]は人狼ではなさそうだね。,['Est[01]:05->not(人狼)']
1,talk,1,0,5,5:ありがとう！,['Mt:01']
1,talk,1,0,5,5:ぼくは村人です！,['CO[05]:村人']
1,talk,1,0,5,5:占い結果を信用して、白判定のぼくは信用して！,['Pers:ALL']
1,talk,1,0,5,5:みんなで人狼を探し出して勝利しようですよぅ！,"['Pers:ALL', 'Req(Discuss)']"
1,talk,2,0,4,4:>>Agent[01] ありがとう！,['Mt:01']
1,talk,2,0,4,4:Agent[05]の白判定、心強いね。,['Est[04]:05->not(人狼)']
1,talk,2,0,4,4:他の意見も聞かせて！,['Req(Discuss)']
1,talk,3,0,3,3:Agent[01]よ、深遠なる予言に感謝する。,"['Mt:01', 'admiration']"
1,talk,3,0,3,3:Agent[05]が白と示されたならば、残る4人の魂の中に、人狼の影が潜むというのか。,"['Est[03]:05->not(人狼)', 'Est[03]:01,02,04->人狼']"
1,talk,3,0,3,3:Agent[04]よ、汝の胸中に、何かしらの疑念が渦巻いているのであろうか？,"['Mt:04', 'Req(T):04']"
1,talk,4,0,2,2:おはようございます。,['Other']
1,talk,4,0,2,2:早速ですが、私は占い師です。,['CO[02]:占い師']
1,talk,4,0,2,2:昨日の夜、Agent[03]を占いました。,['DivT[02]:03->白']
1,talk,4,0,2,2:結果は人間でした。,"['XorEst:(01,02)->(占い師⇔not(占い師))']"
1,talk,5,1,1,1:Agent[02]が占い師を名乗っているけど、占い師は1人しかいないから、うちかAgent[02]のどちらかが嘘をついていることになるのら。,['Req(Discuss)']
1,talk,5,1,1,1:みんなはどう思う?,['CO[05]:村人']
1,talk,6,1,5,5:ぼくは村人ですよぅ！,"['Mt:02', 'Req(Discuss)']"
1,talk,7,1,4,4:>>Agent[02] 占い師主張は興味深いけど、他の意見も聞かせて！,[]
1,talk,7,1,4,4:あなたの真意は？,['Req(T):04']
1,talk,8,1,3,3:Agent[01]は白、Agent[05]は黒なり。,"['DivT[03]:01->白', 'DivT[03]:05->黒']"
1,talk,8,1,3,3:Agent[02]はAgent[03]を人間と断定したか。,['Fact[03]:02->not(人狼)']
1,talk,8,1,3,3:占いは真偽不明、狂人である可能性も否めない。,['Est[03]:占い師->狂人']
1,talk,8,1,3,3:人狼判定を受けざるAgent[01]、Agent[04]のいずれかに投票せねばならぬ。,"['Vote[03]:01', 'Vote[03]:04']"
1,talk,9,1,2,2:皆さん、改めてこんにちは。,['Other']
1,talk,9,1,2,2:私は占い師です。,['CO[02]:占い師']
1,talk,9,1,2,2:先ほど、Agent[03]を占った結果、人間であることがわかりました。,['DivT[02]:03->白']
1,talk,9,1,2,2:Agent[01]さんの占い結果についても考慮しつつ、冷静に議論を進めていきましょう。,"['calm', 'Req(Discuss)']"
1,talk,9,1,2,2:皆さんの考えを聞かせてください。,['Req(Discuss)']
1,talk,10,2,1,1:占い師は1人しかいないから、うちかAgent[02]のどちらかが嘘をついているのら。,"['XorEst:(01,02)->(占い師⇔not(占い師))']"
1,talk,10,2,1,1:Agent[02]が狂人か人狼かもしれないね。,"['Est[01]:02->狂人', 'Est[01]:02->人狼']"
1,talk,10,2,1,1:みんなの意見を聞かせてほしいのら。,['Req(Discuss)']
1,talk,12,2,4,4:>>Agent[03] あなたの見解、興味深いです。,"['Mt:03', 'admiration']"
1,talk,12,2,4,4:Agent[01]やAgent[02]について、もう少し詳しく考えませんか？,['Req(Discuss)']
1,talk,13,2,3,3:我はAgent[01]に投票せん。,['Vote[03]:01']
1,talk,17,3,3,3:我はAgent[01]に投票せん。,['Vote[03]:01']
1,talk,21,4,3,3:我はAgent[01]に投票せん。,['Vote[03]:01']
