date,type,info1,info2,info3,info4,tag
1,talk,0,0,2,2:>>Agent[04]そうだね、占い師が名乗り出てくれると助かるよね。,"['Mt:04', 'Req(CO):占い師']"
1,talk,0,0,2,2:みんなで協力して人狼を見つけよう！,['Req(Discuss)']
1,talk,0,0,2,2:あてぃしは村人だから、みんなの意見を聞きながら頑張るよ！,"['CO[02]:村人', 'Req(Discuss)']"
1,talk,1,0,1,1:ワタクシは占い師ですわ。,['CO[01]:占い師']
1,talk,1,0,1,1:占いの結果、Agent[03]は人間でしたわ。,['DivT[01]:03->白']
1,talk,2,0,5,5:>>Agent[01] よし、僕も占い師だ！,"['Mt:01', 'CO[05]:占い師']"
1,talk,2,0,5,5:Agent[02]は市民、Agent[04]は人狼だよ。,"['DivT[05]:02->白', 'DivT[05]:04->黒']"
1,talk,3,0,3,3:Agent[01]殿、占いの結果に深く感謝する。,"['Mt:01', 'admiration']"
1,talk,3,0,3,3:Agent[03]が人間であると。,['Fact[03]:03->not(人狼)']
1,talk,3,0,3,3:しかし、Agent[05]は、Agent[02]が市民、Agent[04]が人狼と断言している。,"['Fact[03]:05->02->not(人狼)', 'Fact[03]:05->04->人狼']"
1,talk,3,0,3,3:真実の鏡は、どちらに映し出されるであろうか？,['difficult']
0,talk,9,2,4,4:みんなの意見も聞いてみたいな〜！,['Req(Discuss)']
1,talk,4,0,4,4:みんなの意見も聞いてみたいな〜！,['Req(Discuss)']
1,talk,5,1,2,2:>>Agent[04]あてぃしは村人だから、今のところ占い結果をもとに考えています！,"['Mt:04', 'CO[02]:村人', 'Est[02]:01->占い師', 'Est[02]:05->not(占い師)']"
1,talk,5,1,2,2:Agent[01]とAgent[05]が占い師を名乗り出たけど、どちらかが嘘をついているはず。,"['Est[02]:01->占い師', 'Est[02]:05->not(占い師)']"
1,talk,5,1,2,2:みんなの意見を聞いて、誰を信じるか考えたいな。,['Req(Discuss)']
1,talk,5,1,2,2:初日だから難しいけど、頑張ろうね！,['difficult']
1,talk,6,1,1,1:Agent[05]が名乗り出た占い結果には疑問が残るですわ。,['Dis:05（CO[05]:占い師）']
1,talk,6,1,1,1:Agent[02]の意見も重要ですが、信じるべきはワタクシの占い結果ですわ。,"['Est[01]:02->not(人狼)', 'Pers:ALL']"
1,talk,6,1,1,1:今のところ、Agent[05]を疑っているですわね。,['Sus:05']
1,talk,7,1,5,5:>>Agent[04] お互いに意見交換して、真実を探そうよ。,"['Mt:04', 'Req(Discuss)']"
1,talk,8,1,3,3:Agent[01]はAgent[03]を人間と断じ、Agent[05]はAgent[02]を市民と定め、Agent[04]を人狼と宣告した。,"['Fact[01]:03->not(人狼)', 'Fact[05]:02->not(人狼)', 'Fact[05]:04->人狼']"
1,talk,8,1,3,3:占い師の正体は、真なる者か、それとも狂人か。,"['Est[03]:占い師->占い師', 'Est[03]:占い師->狂人']"
1,talk,8,1,3,3:いずれにせよ、人狼とされたAgent[04]への投票が、今、我々に課せられた宿命であろう。,"['Est[03]:04->人狼', 'Req(V):04']"
1,talk,9,1,4,4:え？,['admiration']
1,talk,14,2,4,4:え？,['admiration']
1,talk,9,1,4,4:僕が人狼だって？,"['Sus:05', 'confused']"
1,talk,14,2,4,4:僕が人狼だって？,"['Sus:05', 'confused']"
1,talk,9,1,4,4:全然違うよ！,['Dis:05（Fact[05]:04->人狼）']
1,talk,14,2,4,4:全然違うよ！,['Dis:05（Fact[05]:04->人狼）']
1,talk,9,1,4,4:僕はただの村人だから。,['CO[04]:村人']
1,talk,9,1,4,4:Agent[05]が言ってることはおかしいな。,['Dis:05（Fact[05]:04->人狼）']
1,talk,14,2,4,4:Agent[05]が言ってることはおかしいな。,['Dis:05（Fact[05]:04->人狼）']
1,talk,9,1,4,4:もしかしてAgent[05]が人狼か狂人で、僕を陥れようとしてるのかもしれないよ。,"['Est[04]:05->人狼', 'Est[04]:05->狂人']"
1,talk,24,4,4,4:もしかしてAgent[05]が人狼か狂人で、僕を陥れようとしてるのかもしれないよ。,"['Est[04]:05->人狼', 'Est[04]:05->狂人']"
1,talk,9,1,4,4:みんな、本当のことを見極めてほしいな！,['Pers:ALL']
1,talk,9,1,4,4:僕は村のために全力を尽くしてるんだから。,['Pers:ALL']
1,talk,10,2,2,2:>>Agent[03]確かに、Agent[05]がAgent[04]を人狼と宣告したけど、まだどちらを信じるか決めるのは難しいです。,"['Mt:03', 'difficult']"
1,talk,10,2,2,2:Agent[01]とAgent[05]のどちらかが嘘をついている可能性が高いから、慎重に考えたいです。,"['Est[02]:01->not(真)', 'Est[02]:05->not(真)', 'difficult']"
1,talk,10,2,2,2:みんなで意見を出し合って、真実を見つけよう！,['Req(Discuss)']
1,talk,15,3,2,2:みんなで意見を出し合って、真実を見つけよう！,['Req(Discuss)']
1,talk,11,2,1,1:ワタクシは今のところ、Agent[05]が疑わしいと思っておりますわ。,['Sus:05']
1,talk,11,2,1,1:占い結果に疑問を抱くべきですし、投票先として考えていますわ。,"['Dis:05（Fact[05]:04->人狼）', 'Vote[01]:05']"
1,talk,11,2,1,1:皆様の意見をお聞かせくださいませ。,['Req(Discuss)']
1,talk,12,2,5,5:>>Agent[02] みんなの意見を大事にしよう！,['Pers:ALL']
1,talk,12,2,5,5:焦らず真実を追おう。,['calm']
1,talk,13,2,3,3:我はAgent[05]に投票を決意した。,['Vote[03]:05']
1,talk,13,2,3,3:Agent[05]はAgent[04]を人狼と断定した然し、Agent[04]は明確に否定を唱えた。,"['Fact[05]:04->人狼', 'Fact[04]:04->not(人狼)']"
1,talk,13,2,3,3:Agent[05]の主張には疑念が残るなり。,['Sus:05']
1,talk,9,1,4,4:え？,['admiration']
1,talk,14,2,4,4:え？,['admiration']
1,talk,9,1,4,4:僕が人狼だって？,['Fact[05]:04->人狼']
1,talk,14,2,4,4:僕が人狼だって？,['Fact[05]:04->人狼']
1,talk,9,1,4,4:全然違うよ！,['Fact[04]:04->not(人狼)']
1,talk,14,2,4,4:全然違うよ！,['Fact[04]:04->not(人狼)']
1,talk,9,1,4,4:Agent[05]が言ってることはおかしいな。,['Dis:05（Fact[05]:04->人狼）']
1,talk,14,2,4,4:Agent[05]が言ってることはおかしいな。,['Dis:05（Fact[05]:04->人狼）']
1,talk,14,2,4,4:僕は真剣に村を守りたいだけなんだ。,['Pers:ALL']
1,talk,14,2,4,4:Agent[05]が人狼か狂人の可能性が高いんじゃないかな？,"['Est[04]:05->人狼', 'Est[04]:05->狂人']"
1,talk,14,2,4,4:だって、僕はただの村人だし、人狼を見つけ出すために一生懸命考えてるんだから。,['CO[04]:村人']
1,talk,14,2,4,4:みんな、本当のことを見抜いてほしいよ！,['Pers:ALL']
1,talk,15,3,2,2:>>Agent[05]そうだね、みんなの意見を大事にしよう！,"['Mt:05', 'Req(Discuss)']"
1,talk,15,3,2,2:でも、Agent[01]とAgent[05]のどちらかが嘘をついている可能性が高いから、慎重に考えたいです。,"['XorEst:(01,05)->(not(村人)⇔not(村人))', 'difficult']"
1,talk,15,3,2,2:Agent[04]が村人だとしたら、Agent[05]が怪しいかも。,"['IF:(04:村人)->(05:怪しい)', 'Est[02]:05->怪しい']"
1,talk,10,2,2,2:みんなで意見を出し合って、真実を見つけよう！,['Req(Discuss)']
1,talk,15,3,2,2:みんなで意見を出し合って、真実を見つけよう！,['Req(Discuss)']
1,talk,16,3,1,1:>>Agent[05] まだ投票先を宣言していないようですが、誰に投票しようと考えていらっしゃいますかしら？,"['Mt:05', 'Req(T):05']"
1,talk,17,3,5,5:>>Agent[01] 今はAgent[03]を疑っています。,['Sus:03']
1,talk,17,3,5,5:彼に投票します。,['Vote[05]:03']
1,talk,18,3,3,3:我は、Agent[05]の投票を支持せざるを得ない。,['Agr:05（Vote[05]:03）']
1,talk,18,3,3,3:Agent[05]は、Agent[04]を人狼と断定したものの、Agent[04]はそれを否定した。,"['Fact[05]:04->人狼', 'Fact[04]:04->not(人狼)']"
1,talk,18,3,3,3:故に、Agent[05]の主張には、いまだ深い闇が潜むであろう。,['Sus:05']
1,talk,19,3,4,4:Agent[05]が僕を人狼だって言ってるけど、それは絶対におかしいよ。,['Dis:05（Est[05]:04->人狼）']
1,talk,19,3,4,4:Agent[05]が狂人か人狼で、僕を陥れようとしてるんじゃないかな？,"['Est[04]:05->狂人', 'Est[04]:05->人狼']"
1,talk,19,3,4,4:Agent[01]もAgent[05]に疑問を持っているって言ってるし、Agent[03]もAgent[05]に投票するって決めてるみたいだね。,"['Agr:01（Sus:05）', 'Vote[03]:05']"
1,talk,19,3,4,4:だから、今日はAgent[05]に投票するのがいいと思うよ。,"['Pers:ALL', 'Vote[04]:05']"
1,talk,19,3,4,4:みんなで一致して投票すれば、村を守れるんじゃないかな？,['Pers:ALL']
1,talk,20,4,2,2:みんなの意見を聞いてると、Agent[05]が怪しいって感じるね。,['Sus:05']
