date,type,info1,info2,info3,info4,info5,tag
0,talk,0,0,1,アキラ:皆さん、今日の作戦は人狼を見つけるための情報収集です。,,['Req(Discuss)']
0,talk,0,0,1,アキラ:各自、他のプレイヤーに役職について質問し、積極的に会話を進めましょう。,,['Req(T):ALL']
0,talk,0,0,1,アキラ:特に怪しい行動や発言をしているプレイヤーがいれば、その点についても議論していきましょう。,,['Req(Discuss)']
0,talk,0,0,1,アキラ:私からも質問をしていきますので、皆さんの意見もどんどん聞かせてください。,,['Req(Discuss)']
0,talk,1,0,3,ハル:皆さんおはようございます 私はAgent[01]さんのように積極的な発言は得意ではありませんが、皆さんの情報収集に協力します 落ち着いて状況を見守り、少しでも気になることがあれば発言しますので、よろしくお願いします,,['calm']
0,talk,2,0,4,ルカ:ルカです。,,['Other']
0,talk,2,0,4,ルカ:沈黙は得意じゃないから、すぐ話しかけてしまうかも。,,['Other']
0,talk,2,0,4,ルカ:詰めが甘い推理は、見逃せない性格だから覚悟してほしいな。,,['Other']
0,talk,3,0,2,ユウ:俺はユウ、占い師だ。,,['CO[ユウ]:占い師']
0,talk,3,0,2,ユウ:はっきり宣言して村を守る覚悟は決まってる。,,['Pers:ALL']
0,talk,3,0,2,ユウ:疑問があればどんどん聞いてくれ、しっかり答えるに違いない！,,['Req(T):ALL']
0,talk,3,0,2,ユウ:任せてくれ。,,['Pers:ALL']
0,talk,5,1,1,アキラ:@ユウ: 占い師としての役職を持っているとのことですが、他のプレイヤーの役職について何か気になる点はありますか？,,"['Mt:ユウ', 'Req(T):ユウ']"
0,talk,5,1,1,アキラ:また、これまでの観察から誰かが怪しいと感じるプレイヤーはいますか？,,['Req(T):ユウ']
0,talk,5,1,1,アキラ:情報を共有して、皆で協力して人狼を見つけましょう。,,['Pers:ALL']
0,talk,6,1,3,ハル:おはようございます。,,['Other']
0,talk,6,1,3,ハル:Agent[03]さんとAgent[05]さんの挨拶、いいね。,,['Agr:ルカ（Other）']
0,talk,6,1,3,ハル:私は慎重に見守るよ。,,['calm']
0,talk,6,1,3,ハル:何かあれば発言するから、皆で協力して人狼を見つけよう。,,['Pers:ALL']
0,talk,8,1,2,ユウ:現状どの発言も慎重で怪しい点は感じないが、アザゼルからのOverは独特だな。,,['Other']
0,talk,8,1,2,ユウ:明日以降もみんなの発言しっかり見ていくつもりだ。,,['Other']
0,talk,8,1,2,ユウ:俺に疑問があれば遠慮なくどうぞ！,,['Req(T):ALL']
0,talk,9,2,1,アキラ:アキラ: 皆さん、今日も情報収集に努めましょう。,,['Req(Discuss)']
0,talk,9,2,1,アキラ:@ユウさん、占い師としての役職から、他のプレイヤーの役職について気になることはありますか？,,"['Mt:ユウ', 'Req(T):ユウ', 'CO[ユウ]:占い師']"
0,talk,9,2,1,アキラ:また、@ハルさんや@ルカさんは、何か怪しいと思うプレイヤーはいますか？,,"['Mt:ハル', 'Req(T):ハル', 'Mt:ルカ', 'Req(T):ルカ']"
0,talk,9,2,1,アキラ:みんなで意見を出し合って、人狼を見つける手助けをしましょう。,,['Req(Discuss)']
0,talk,10,2,3,ハル:おはようございますAgent[03]さんAgent[05]さんの挨拶は清々しいですね私はAgent[04]さんの占い師という役職と冷静な判断に期待しています皆さんの発言を注意深く聞きながら、人狼を見つけられるよう協力します,,"['Mt:ユウ', 'CO[ユウ]:占い師', 'calm']"
0,talk,11,2,2,ユウ:みんなの発言に注目しているが、現状大きな怪しさは感じていないぞ。,,['Other']
0,talk,11,2,2,ユウ:アザゼルの『Over』発言だけが独特に映るが、まだ断定はできないな。,,"['Sus:アザゼル', 'Wait']"
0,talk,11,2,2,ユウ:積極的に意見交換をしていこうじゃないか！,,['Req(Discuss)']
0,talk,11,2,2,ユウ:気になることは何でも聞いてくれ、任せてくれ。,,['Req(T):ALL']
