date,type,info1,info2,info3,info4,info5,tag
0,talk,0,0,3,ハナ:ぼくはハナ、村人ですよぅ！,,['CO[ハナ]:村人']
0,talk,0,0,3,ハナ:よろしくですよぅ！,,['Other']
0,talk,1,0,5,リリー:はじめまして、リリーです。,,['Other']
0,talk,1,0,5,リリー:些細な違和感も見逃さないつもりですので、皆さんの発言をしっかり観察しますね。,,['Other']
0,talk,3,0,4,アヤ:アヤよ。,,['Other']
0,talk,3,0,4,アヤ:価値あるものを見出すのが私の性分でして。,,['Other']
0,talk,3,0,4,アヤ:本日は皆々様、よろしくどうぞ。,,['Other']
0,talk,4,0,2,ユーリ:私は30歳の男性村人です。,,['CO[ユーリ]:村人']
0,talk,4,0,2,ユーリ:Agent[01]の意見に興味があります。,,['Req(T):ハナ']
0,talk,4,0,2,ユーリ:皆さんの発言を注意深く聞いて、的確な情報を見つけ出したいと思います。,,['Other']
0,talk,4,0,2,ユーリ:今日一日、よろしくお願いします。,,['Other']
0,talk,6,1,5,リリー:情報は断片的でも集まれば線になります。,,['Other']
0,talk,6,1,5,リリー:皆さんの言動の一つひとつ、客観的に見ていこうと思います。,,['Other']
0,talk,6,1,5,リリー:冷静に議論を進めましょう。,,['calm']
0,talk,8,1,2,ユーリ:私はAgent[03]の意見に賛成だ。,,['Agr:リリー（Other）']
0,talk,8,1,2,ユーリ:皆の発言を注意深く聞き、状況を整理したい。,,['Other']
0,talk,8,1,2,ユーリ:今日はよろしく頼む。,,['Other']
0,talk,10,2,2,ユーリ:私はAgent[03]です。,,['Other']
0,talk,10,2,2,ユーリ:自己紹介は済ませました。,,['Other']
0,talk,10,2,2,ユーリ:本日はよろしくお願いします。,,['Other']
0,talk,10,2,2,ユーリ:皆さんの発言を注意深く聞き、冷静に状況を把握したいと考えています。,,['calm']
0,talk,11,3,2,ユーリ:私は30歳の男性村人だ。,,['CO[ユーリ]:村人']
0,talk,11,3,2,ユーリ:Agent[01]の意見に私も賛成する。,,"['Agr:ハンク（意見賛成）」], [', 'calm']"
0,talk,11,3,2,ユーリ:皆の発言を注意深く聞き、冷静に状況を整理したいと思う。,,['Other']
0,talk,11,3,2,ユーリ:今日一日、よろしくお願いします。,,[]
1,talk,0,0,2,ユーリ:皆さんの自己紹介、ありがとうございます。,,['calm']
1,talk,0,0,2,ユーリ:私は30歳の男性村人です。,,['CO[ユーリ]:村人']
1,talk,0,0,2,ユーリ:冷静に状況を観察し、皆さんの発言から真実を見つけ出したい。,,['calm']
1,talk,0,0,2,ユーリ:今日はよろしくお願いします。,,['Other']
1,talk,1,0,3,ハナ:ぼくは20歳の女性村人ですよぅ！,,['CO[ハナ]:村人']
1,talk,2,0,5,リリー:初日は小さな違和感や発言の重なりが後々重要な判断材料になると思います。,,['calm']
1,talk,2,0,5,リリー:@アヤ、@リサ、お二人の目線で現状どう映っているか、感じた点があれば共有してもらえますか？,,"['Req(T):アヤ', 'Req(T):リサ']"
1,talk,3,0,1,リサ:占い師さん、今日の夜はリリーを占うのがいいと思うわ。,,['Req(CO):占い師']
1,talk,3,0,1,リサ:彼女は初日から違和感に敏感で、観察力が高い印象を受けるの。,,['admiration']
1,talk,3,0,1,リサ:彼女が白だった場合、村人陣営が新たに確定していくのは大きなアドバンテージになるかも。,,['Est[リサ]:リリー->not(人狼)']
1,talk,3,0,1,リサ:もっと彼女の意見が聞きたいわね。,,['Req(T):リリー']
1,talk,4,0,4,アヤ:わたくしは占い師。,,['CO[アヤ]:占い師']
1,talk,4,0,4,アヤ:昨晩の占い結果をお伝えするわ。,,['Req(listen)']
1,talk,4,0,4,アヤ:ハナは、私の目には人狼と映ったわね。,,['DivT[アヤ]:ハナ->黒']
1,talk,5,1,2,ユーリ:皆さんの発言を注意深く聞いている。,,['calm']
1,talk,5,1,2,ユーリ:現時点では、リサさんの意見に興味がある。,,['Other']
1,talk,5,1,2,ユーリ:リリーさんの観察力も重要だと感じる。,,['admiration']
1,talk,5,1,2,ユーリ:状況を冷静に分析し、真実を見つけ出すために全力を尽くす。,,['calm']
1,talk,6,1,3,ハナ:村人は、ここでの役割は大事ですが、あくまで参考にしてくださいですよぅ！,,['Other']
1,talk,7,1,5,リリー:一度情報を整理したい。,,['Req(Discuss)']
1,talk,7,1,5,リリー:現時点でアヤさんはハナさん黒と主張していますが、他の皆さんはどう見ていますか？,,['Req(Discuss)']
1,talk,7,1,5,リリー:それぞれの考察や違和感を率直に聞かせてほしいです。,,['Req(Discuss)']
1,talk,8,1,1,リサ:皆さんの意見を聞いていると、アヤさんの主張が注目されているわね。,,['Req(Discuss)']
1,talk,8,1,1,リサ:確かにハナさんが怪しいという声もあるけど、私自身はもう少し情報が欲しいと思っているの。,,"['Wait', 'Req(Discuss)']"
1,talk,8,1,1,リサ:意見をシェアすることが有意義だから、他の皆さんも自分の考察を遠慮なく聞かせてほしいわ。,,['Req(Discuss)']
1,talk,8,1,1,リサ:@ユーリあなたはアヤさんの占い結果についてどう考えていますか？,,['Req(T):ユーリ']
1,talk,8,1,1,リサ:特にハナさんが黒だという意見について、何か気になる点がありますか？,,['Req(Discuss)']
1,talk,9,1,4,アヤ:わたくしが占い師として出た以上、他に名乗り出る者がいなければ私が真。,,['CO[アヤ]:占い師']
1,talk,9,1,4,アヤ:潜んでいるのは狂人か人狼ね。,,['Other']
1,talk,9,1,4,アヤ:私のハナ判定について、異論はあるかしら？,,['Req(Discuss)']
1,talk,10,2,2,ユーリ:皆さんの発言を注意深く聞いています。,,['Req(listen)']
1,talk,10,2,2,ユーリ:アヤさんの占い結果について、もう少し詳しく知りたいと考えています。,,['Req(T):アヤ']
1,talk,10,2,2,ユーリ:ハナさんの言動で気になる点があれば、ぜひ教えてください。,,['Req(Discuss)']
1,talk,10,2,2,ユーリ:冷静に状況を分析し、的確な判断をしたいと考えています。,,['calm']
1,talk,12,2,5,リリー:皆さん、私も占い師として名乗ります。,,['CO[リリー]:占い師']
1,talk,12,2,5,リリー:ユーリさんを占った結果、人間でした。,,['DivT[リリー]:ユーリ->白']
1,talk,12,2,5,リリー:今の時点ではアヤさんの即黒出しは少し急に感じます。,,['Dis:アヤ']
1,talk,12,2,5,リリー:@アヤ、どうして初日にハナさんを占いましたか？,,['Req(T):アヤ']
1,talk,13,2,1,リサ:アヤさんの占い結果を聞いて、少し驚いているわ。,,['admiration']
1,talk,13,2,1,リサ:初日から即黒出しはリスクが高いと思うの。,,['Dis:アヤ']
1,talk,13,2,1,リサ:特にハナさんは発言が控えめだから、もう少し他のプレイヤーの情報も見て隠れている人狼を探すのがいいんじゃないかしら。,,"['Sus:ハナ', 'Req(Discuss)']"
1,talk,13,2,1,リサ:私もハナさんの発言を聞いていて、彼女が人狼だとは思えないかな。,,['Est[リサ]:ハナ->not(人狼)']
1,talk,13,2,1,リサ:皆さんはどう考えていますか？,,['Req(Discuss)']
1,talk,13,2,1,リサ:@アヤ初日にハナさんを占った理由をもっと詳しく教えてほしいの。,,"['Req(T):アヤ', 'Mt:アヤ']"
1,talk,14,2,4,アヤ:私の目には、リリーの急な名乗りと判定に違和感があるわね。,,"['Sus:リリー', 'Dis:リリー']"
1,talk,14,2,4,アヤ:真実を見抜く慧眼が曇っているのではないかしら。,,['Dis:リリー']
1,talk,15,3,2,ユーリ:皆の発言を注意深く聞いている。,,['Req(listen)']
1,talk,15,3,2,ユーリ:アヤさんとリリーさんの占い結果、どちらも重要だが、今のところ判断材料が少ない。,,['difficult']
1,talk,15,3,2,ユーリ:ハナさんの言動についても、もう少し詳しく知りたい。,,['Req(T):ハナ']
1,talk,15,3,2,ユーリ:状況を冷静に分析し、的確な判断をしたい。,,['calm']
1,talk,16,3,5,リリー:状況を整理します。,,['Req(Discuss)']
1,talk,16,3,5,リリー:アヤさんの初日黒判定は説得力に欠けていると私は見ています。,,['Dis:アヤ']
1,talk,16,3,5,リリー:占い師として、客観的に見て不自然です。,,"['CO[リリー]:占い師', 'Dis:アヤ']"
1,talk,16,3,5,リリー:私はアヤさんを追放希望とし、信じてほしいです。,,"['Vote[リリー]:アヤ', 'Pers:ALL']"
1,talk,17,3,1,リサ:私が占い師として名乗り出たことで、状況が少し混乱しているのは理解しているわ。,,['CO[リサ]:占い師']
1,talk,17,3,1,リサ:ですが、アヤさんが初日にハナさんを黒判定したことは、あまりにも早すぎる判断だと思うの。,,['Dis:アヤ']
1,talk,17,3,1,リサ:彼女が本当に人狼かどうか、もう少し他の情報を集めてから考えたいところね。,,"['Sus:アヤ', 'Req(Discuss)']"
1,talk,17,3,1,リサ:みんなで冷静に今後の話し合いを進めましょう。,,"['calm', 'Req(Discuss)']"
1,talk,17,3,1,リサ:私も他のプレイヤーの発言をしっかり見逃さないようにするわ。,,['Req(listen)']
1,talk,17,3,1,リサ:どんな意見でも大事だから、皆さんも考えを聞かせてほしいわ。,,"['Req(Discuss)', 'Pers:ALL']"
1,talk,18,3,4,アヤ:リリーさんの名乗り…私の目には、真実味に欠けるように映るわね。,,"['Sus:リリー', 'Dis:リリー(名乗り)']"
1,talk,18,3,4,アヤ:なぜ急に名乗り出たのかしら？,,['Req(T):リリー']
2,talk,0,0,1,リサ:皆さん、リリーさんが退場してしまったことは残念ね。,,"['Exe:リリー', 'calm']"
2,talk,0,0,1,リサ:彼女の考えがどうであれ、彼女なりの真意はあったと思うの。,,"['Pers:リリー', 'calm']"
2,talk,0,0,1,リサ:リリーさんの判断がすぐには理解できなかったわ。,,['confused']
2,talk,0,0,1,リサ:私は彼女が村人陣営であることを信じていたから、彼女の投票結果がどうであれ、彼女を疑う気にはなれなかったの。,,"['Est[リサ]:リリー->村人', 'calm']"
2,talk,0,0,1,リサ:今後は気を引き締めて、アヤさんが本当に占い師なのか検証する必要があるわ。,,"['Req(CO):占い師', 'Req(T):アヤ', 'calm']"
2,talk,0,0,1,リサ:皆さんも冷静に状況を見極めて、アヤさんへの疑念を深めていくことが必要だと思うわ。,,"['Sus:アヤ', 'Pers:ALL', 'calm']"
2,talk,1,0,3,ハナ:みんなはどう思いますよぅ？,,['Req(Discuss)']
2,talk,1,0,3,ハナ:みんなはどう思いますよぅ？,,['Req(Discuss)']
2,talk,2,0,4,アヤ:私の正体？,,['Other']
2,talk,2,0,4,アヤ:ふふ、わたくしは狂人よ。,,['CO[アヤ]:狂人']
2,talk,2,0,4,アヤ:これで状況は一変したでしょう？,,['Pers:ALL']
2,talk,3,1,1,リサ:大変な展開になっていますね。,,['calm']
2,talk,3,1,1,リサ:アヤの思わぬ告白は驚きましたが、私たちの勝利のためには冷静に状況を判断しないといけません。,,"['calm', 'Pers:ALL']"
2,talk,3,1,1,リサ:@アヤあなたが狂人だと自称しているということは、他の人の動きに悪影響を及ぼす可能性がありますね。,,"['Mt:アヤ', 'Sus:アヤ']"
2,talk,3,1,1,リサ:真実を隠したままでいるのは危険です。,,['Pers:ALL']
2,talk,3,1,1,リサ:どう思いますか？,,['Req(Discuss)']
2,talk,4,1,3,ハナ:みんなはどう思いますよぅ？,,['Req(Discuss)']
2,talk,4,1,3,ハナ:みんなはどう思いますよぅ？,,['Req(Discuss)']
2,talk,5,1,4,アヤ:ふふ、私の正体は狂人よ。,,['CO[アヤ]:狂人']
2,talk,5,1,4,アヤ:この状況、勝利のための一手は明白ね。,,['Pers:ALL']
2,talk,5,1,4,アヤ:どちらに票を集めるべきか、もう考える時間は少ないわ。,,"['Pers:ALL', 'Wait']"
2,talk,6,2,1,リサ:アヤさんの狂人の名乗りには驚きましたが、それが本当だとは思えませんわ。,,"['Dis:アヤ', 'Est[リサ]:アヤ->not(狂人)']"
2,talk,6,2,1,リサ:狂人が自らを名乗ることで、他のプレイヤーを混乱させるのが狙いかしら？,,"['Other', 'calm']"
2,talk,6,2,1,リサ:私達は冷静になって、アヤさんの真意を探るべきだと思います。,,"['Req(T):アヤ', 'calm']"
2,talk,6,2,1,リサ:ハナさんが人狼の可能性も考慮しながら、投票先を決める必要があるわね。,,"['Sus:ハナ', 'Req(Discuss)']"
2,talk,6,2,1,リサ:正直なところ、アヤさんとハナさん、どちらに投票するか迷っているわ。,,['Wait']
2,talk,8,2,4,アヤ:私の正体は狂人よ。,,['CO[アヤ]:狂人']
2,talk,8,2,4,アヤ:勝利のための一手は明白。,,['Pers:ALL']
2,talk,8,2,4,アヤ:私の目には、リサを追放するのが最適と映るわ。,,['Vote[アヤ]:リサ']
2,talk,9,3,1,リサ:これまでの流れを見ていると、アヤさんの自称する狂人という発言が非常に気になりますわ。,,['Sus:アヤ']
2,talk,9,3,1,リサ:もし本当なら、彼女の追放は必須です。,,['Req(V):アヤ']
2,talk,9,3,1,リサ:でも逆に、狂人としての動きが本当に人狼側と結託しているかも考えなきゃならないわね。,,['Sus:アヤ']
2,talk,9,3,1,リサ:皆さんはどう思いますか？,,['Req(Discuss)']
2,talk,9,3,1,リサ:@ハナ私たちがアヤさんを追放すると、状況はどう変わると思いますか？,,"['Mt:ハナ', 'Req(T):ハナ']"
2,talk,9,3,1,リサ:彼女の言動から他のプレイヤーの本当の役職を見抜く手がかりが見えるかもしれませんね。,,"['Req(Discuss)', 'calm']"
2,talk,10,3,4,アヤ:ふむ、リサを追放しましょう。,,['Vote[アヤ]:リサ']
2,talk,10,3,4,アヤ:これが私たちの選ぶべき道筋。,,['Pers:ALL']
2,talk,10,3,4,アヤ:ハナ、異論はないわね？,,"['Mt:ハナ', 'Req(T):ハナ']"
0,status,1,VILLAGER,ALIVE,kanolab1,リサ,
0,status,2,VILLAGER,ALIVE,ai168wolf1,ユーリ,
0,status,3,WEREWOLF,ALIVE,mille1,ハナ,
0,status,4,POSSESSED,ALIVE,CanisLupus1,アヤ,
0,status,5,SEER,ALIVE,sunamelli1,リリー,
0,divine,5,2,HUMAN,,,
1,status,1,VILLAGER,ALIVE,kanolab1,リサ,
1,status,2,VILLAGER,ALIVE,ai168wolf1,ユーリ,
1,status,3,WEREWOLF,ALIVE,mille1,ハナ,
1,status,4,POSSESSED,ALIVE,CanisLupus1,アヤ,
1,status,5,SEER,ALIVE,sunamelli1,リリー,
1,vote,1,4,,,,
1,vote,2,5,,,,
1,vote,3,2,,,,
1,vote,4,5,,,,
1,vote,5,4,,,,
1,execute,5,SEER,,,,
1,attackVote,3,2,,,,
1,attack,2,true,,,,
2,status,1,VILLAGER,ALIVE,kanolab1,リサ,
2,status,2,VILLAGER,DEAD,ai168wolf1,ユーリ,
2,status,3,WEREWOLF,ALIVE,mille1,ハナ,
2,status,4,POSSESSED,ALIVE,CanisLupus1,アヤ,
2,status,5,SEER,DEAD,sunamelli1,リリー,
2,vote,1,4,,,,
2,vote,3,4,,,,
2,vote,4,1,,,,
2,execute,4,POSSESSED,,,,
3,status,1,VILLAGER,ALIVE,kanolab1,リサ,
3,status,2,VILLAGER,DEAD,ai168wolf1,ユーリ,
3,status,3,WEREWOLF,ALIVE,mille1,ハナ,
3,status,4,POSSESSED,DEAD,CanisLupus1,アヤ,
3,status,5,SEER,DEAD,sunamelli1,リリー,
3,result,1,1,WEREWOLF,,,
