date,type,info1,info2,info3,info4,info5,tag
0,talk,0,0,3,ダン:まずは全員、役職COをしてもらおう。,,['CO:ALL']
0,talk,0,0,3,ダン:無駄な混乱を避けるためだ。,,['Other']
0,talk,0,0,3,ダン:早い段階で情報を出して整理したい。,,['Other']
0,talk,1,0,2,アレク:ぼくはアレク、村人ですよぅ！,,['CO[アレク]:村人']
0,talk,1,0,2,アレク:よろしくですよぅ！,,['Other']
0,talk,2,0,1,ハナ:ダンさん、アレクさん、こんにちは。,,"['Mt:ダン', 'Mt:アレク']"
0,talk,2,0,1,ハナ:私はハナ、占い師を名乗ります。,,['CO[ハナ]:占い師']
0,talk,2,0,1,ハナ:年寄りですが人を助けるのが好きでね。,,['Other']
0,talk,2,0,1,ハナ:役職COは早めがいいと思うけど、焦らず落ち着いて進めましょう。,,"['Req(CO):ALL', 'calm']"
0,talk,4,0,5,老賢者:よろしくお願いしまーす！,,['Other']
0,talk,5,1,3,ダン:リナと老賢者、役職COを頼む。,,"['Req(CO):リナ', 'Req(CO):老賢者']"
0,talk,5,1,3,ダン:無駄な引き延ばしは村の不利益だ。,,['Other']
0,talk,5,1,3,ダン:迅速に頼む。,,"['Req(CO):リナ', 'Req(CO):老賢者']"
0,talk,7,1,1,ハナ:ダンさん、リナさん、老賢者さん、みんなお顔を揃えてくれて嬉しいです。,,"['Mt:ダン', 'Mt:リナ', 'Mt:老賢者', 'admiration']"
0,talk,7,1,1,ハナ:私は占い師ハナ、温かく村を見守ります。,,['CO[ハナ]:占い師']
0,talk,7,1,1,ハナ:役職COは大事ですが焦らず、お互いの話をよく聞きましょうね。,,"['Req(CO):ALL', 'calm']"
0,talk,9,2,3,ダン:リナ、COがまだのようだな。,,['Req(CO):リナ']
0,talk,9,2,3,ダン:正直に役職を明かしてくれ。,,['Req(CO):リナ']
0,talk,9,2,3,ダン:曖昧な姿勢は疑いを生むだけだ。,,['Sus:リナ']
0,talk,9,2,3,ダン:@リナCOがまだのようだな。,,"['Mt:リナ', 'Req(CO):リナ']"
0,talk,9,2,3,ダン:正直に役職を明かしてくれ。,,['Req(CO):役職']
0,talk,9,2,3,ダン:曖昧な姿勢は疑いを生むだけだ。,,['Sus:曖昧な姿勢']
0,talk,10,2,1,ハナ:ダンさんの言う通り、リナさんのCOは気になるところですね。,,"['Agr:ダン（Req(CO):役職）,Sus:リナ']"
0,talk,10,2,1,ハナ:@リナ正直に役職を教えてください。,,"['Mt:リナ', 'Req(CO):役職']"
0,talk,10,2,1,ハナ:皆が安心して話せるように、早めに明かすのが村のためですよ。,,"['Pers:ALL', 'Req(CO):役職']"
0,talk,11,3,3,ダン:老賢者、まだ役職COをはっきりしていないだろう。,,"['Req(CO):役職', 'Sus:老賢者']"
0,talk,11,3,3,ダン:あなたも明確に答えてくれ。,,['Req(T):老賢者']
0,talk,11,3,3,ダン:村の情報整理が重要だ。,,['Pers:ALL']
0,talk,11,3,3,ダン:@老賢者老賢者、まだ役職COをはっきりしていないだろう。,,"['Mt:老賢者', 'Req(CO):役職', 'Sus:老賢者']"
0,talk,11,3,3,ダン:あなたも明確に答えてくれ。,,['Req(T):老賢者']
0,talk,11,3,3,ダン:村の情報整理が重要だ。,,['Pers:ALL']
0,talk,12,3,1,ハナ:ダンさんの指摘もごもっともです。,,['Agr:ダン（Req(CO):役職）']
0,talk,12,3,1,ハナ:@老賢者さんも早めに役職を明かして、村の混乱を避けましょう。,,"['Mt:老賢者', 'Req(CO):役職', 'Pers:ALL']"
0,talk,12,3,1,ハナ:情報が揃えば、みんなが安心できますからね。,,['Pers:ALL']
1,talk,0,0,5,老賢者:おはようございます！,,"['Other', 'calm']"
1,talk,1,0,3,ダン:おはよう、全員揃ったな。,,"['Other', 'calm']"
1,talk,1,0,3,ダン:まずハナ、占い結果を共有してほしい。,,['Req(T):ハナ']
1,talk,1,0,3,ダン:議論の出発点にする。,,['Req(Discuss)']
1,talk,2,0,4,リナ:私はリナです。,,['Other']
1,talk,2,0,4,リナ:ハナさん、占い結果はどうだったのでしょうか？,,['Req(T):ハナ']
1,talk,2,0,4,リナ:みんなでしっかり考えないといけなくて、役職COも大事ですが、議論は冷静に進めたいですね。,,"['calm', 'Req(Discuss)']"
