date,type,info1,info2,info3,info4,info5,tag
0,talk,0,0,1,ケン:皆さん、今日は初日ですね。,,['Other']
0,talk,0,0,1,ケン:まずは、占い師や騎士を探るために、積極的に会話をしていきましょう。,,['Req(Discuss)']
0,talk,0,0,1,ケン:@カナト、占い師の情報を持っているかどうか教えてもらえますか？,,['Req(T):カナト']
0,talk,0,0,1,ケン:また、@ハル、あなたは何か気になることがありますか？,,['Req(T):ハル']
0,talk,0,0,1,ケン:みんなで情報を共有して、最初の段階をうまく乗り切りましょう。,,['Pers:ALL']
0,talk,1,0,2,リョウ:よろしくお願いしまーす！,,['Other']
0,talk,2,0,5,カナト:ケン@占い師COはまだしてないみたいだし、まずは誰かが占いCOしてくれないと始まらないね。,,['Req(CO):占い師']
0,talk,2,0,5,カナト:@ハル君、占い師ならそろそろ名乗ってほしいな。,,"['Req(CO):占い師', 'Mt:ハル']"
0,talk,2,0,5,カナト:リョウも何か感じることあれば教えてよ。,,['Req(T):リョウ']
0,talk,3,0,4,ハル:皆さん、おはよう。,,['Other']
0,talk,3,0,4,ハル:僕はリョウさんのように明るく振る舞えないけど、みんなと協力したいと思ってる。,,['Pers:ALL']
0,talk,3,0,4,ハル:ケンさんの言うように、積極的に話すことが大事だね。,,['Agr:ケン（Req(Discuss)）']
0,talk,3,0,4,ハル:ハルさん、何か気になることある？,,['Req(T):ハル']
0,talk,3,0,4,ハル:僕はまだ何も分かってないから、色んな意見を聞きたいな。,,['Req(Discuss)']
0,talk,4,0,3,マーク:ぼくはマーク、占い師ですよぅ！,,['CO[マーク]:占い師']
0,talk,4,0,3,マーク:よろしくですよぅ！,,['Other']
0,talk,5,1,1,ケン:ケン: @マークさん、占い師としての情報をぜひ教えてください。,,['Req(T):マーク']
0,talk,5,1,1,ケン:どのような結果が出ているのか気になります。,,['Req(T):マーク']
0,talk,5,1,1,ケン:@カナト、あなたも何か気になることがあれば教えてください。,,['Req(T):カナト']
0,talk,5,1,1,ケン:みんなで協力していきましょう！,,['Pers:ALL']
0,talk,7,1,5,カナト:マークが占い師COしたけど、まだ占い結果はなしだね。,,['CO[マーク]:占い師']
0,talk,7,1,5,カナト:@マーク占い結果はいつから教えてくれる？,,"['Mt:マーク', 'Req(T):マーク']"
0,talk,7,1,5,カナト:占い師が本物かどうかもここから見極めたいよ。,,"['Est[カナト]:マーク->占い師,Xor[マーク]:not(占い師)']"
0,talk,7,1,5,カナト:他のみんなはどう思う？,,['Req(Discuss)']
0,talk,8,1,4,ハル:おはよう。,,['Other']
0,talk,8,1,4,ハル:おはよう。,,['Other']
0,talk,8,1,4,ハル:おはよう。,,['Other']
0,talk,8,1,4,ハル:村人として、みんなと協力したい。,,['CO[ハル]:村人']
0,talk,8,1,4,ハル:マークさんが占い師を自称したけど、まだ結果が出てないね。,,['CO[マーク]:占い師']
0,talk,8,1,4,ハル:ケンさんの言うように、積極的に情報交換しよう。,,['Agr:ケン（Req(Discuss)）']
0,talk,8,1,4,ハル:みんなの意見を聞かせてほしいな。,,['Req(Discuss)']
0,talk,8,1,4,ハル:リョウさんも何か気になることある？,,['Req(T):リョウ']
0,talk,10,2,1,ケン:ケン: 皆さん、占い師のマークさんからの結果を待っている状態ですが、他の皆さんはどう思いますか？,,"['CO[マーク]:占い師', 'Req(Discuss)']"
0,talk,10,2,1,ケン:@カナト、占い結果が出ていない中で何か気になる点があれば教えてください。,,"['Mt:カナト', 'Req(T):カナト']"
0,talk,10,2,1,ケン:@ハル、あなたは何か情報を持っていますか？,,"['Mt:ハル', 'Req(T):ハル']"
0,talk,10,2,1,ケン:みんなで協力していきましょう。,,['Pers:ALL']
