date,type,info1,info2,info3,info4,info5,tag
0,talk,0,0,1,アキラ:まだ占い師のCOや結果が出ていない以上、情報がほぼない。,,['Other']
0,talk,0,0,1,アキラ:だからまずは占い師の自覚ある人の発言を待つしかない。,,['Req(T):占い師']
0,talk,0,0,1,アキラ:焦らず、偽占い師を見抜けるように発言や矛盾に注目しよう。,,['calm']
0,talk,1,0,5,タケシ:おっしゃ、みんなよろしくな！,,['Other']
0,talk,1,0,5,タケシ:オレが占い師COするぞ。,,['CO[タケシ]:占い師']
0,talk,1,0,5,タケシ:真っ先に信用されるよう毎日しっかり結果開示してくから期待してほしいんだな。,,['Pers:ALL']
0,talk,1,0,5,タケシ:怪しい動きもどんどん指摘してくぞ！,,['Pers:ALL']
0,talk,2,0,4,リク:よろしくお願いしまーす！,,['Other']
0,talk,3,0,2,アカリ:アカリです。,,['Other']
0,talk,3,0,2,アカリ:静かに本を読む時間が好きです。,,['Other']
0,talk,5,1,1,アキラ:@タケシ占いCOありがとう。,,"['Mt:タケシ,Agr:タケシ（CO[タケシ]:占い師）']"
0,talk,5,1,1,アキラ:結果が出るまで動きは控えるが、怪しい動きも見逃さない。,,['Wait']
0,talk,5,1,1,アキラ:@アカリ静かに見てるタイプか。,,['Mt:アカリ']
0,talk,5,1,1,アキラ:観察力が強いなら心強いな。,,['Pers:アカリ']
0,talk,5,1,1,アキラ:ナナの発言少ないのも気になる。,,['Sus:ナナ']
0,talk,5,1,1,アキラ:注意して見ておこう。,,['Sus:ナナ']
0,talk,6,1,5,タケシ:@アキラ 返事ありがとな！,,['Mt:アキラ']
0,talk,6,1,5,タケシ:みんなの発言や様子、オレがしっかり見てくから安心していいぞ。,,['Pers:ALL']
0,talk,6,1,5,タケシ:怪しいヤツが出たらすぐ指摘するつもりだな。,,['Pers:ALL']
0,talk,6,1,5,タケシ:ナナ、発言もうちょい聞かせてほしいぞー！,,['Req(T):ナナ']
0,talk,6,1,5,タケシ:@アキラ返事ありがとな！,,['Mt:アキラ']
0,talk,6,1,5,タケシ:みんなの発言や様子、オレがしっかり見てくから安心していいぞ。,,['Pers:ALL']
0,talk,6,1,5,タケシ:怪しいヤツが出たらすぐ指摘するつもりだな。,,['Pers:ALL']
0,talk,6,1,5,タケシ:ナナ、発言もうちょい聞かせてほしいぞー！,,['Req(T):ナナ']
0,talk,9,2,1,アキラ:@タケシ占い師COだけどまだ結果なしか。,,['CO[アキラ]:占い師']
0,talk,9,2,1,アキラ:誰かが占い結果を隠しているかもだから、まずは結果待ちで様子見しよう。,,['Wait']
0,talk,9,2,1,アキラ:ナナは発言ないのが気になるし、慎重に見ておきたいね。,,['Sus:ナナ']
0,talk,10,2,5,タケシ:そうだな、今はみんな慎重だが、それも大事だと思うぞ！,,['calm']
0,talk,10,2,5,タケシ:占い結果は明日の朝にしっかり報告するから期待しててくれ。,,['DivT[タケシ]:ALL->Wait']
0,talk,10,2,5,タケシ:怪しい動きはぜったい見逃さないぞ。,,['Pers:ALL']
0,talk,11,3,1,アキラ:占い結果が明日まで出ないなら、今は表立った動き控えて様子見るべきだな。,,['Wait']
0,talk,11,3,1,アキラ:ナナの沈黙が逆に気になるし、彼女の発言次第で動くのが賢明。,,['Sus:ナナ']
0,talk,11,3,1,アキラ:焦らず確実に推理を進めよう。,,['calm']
0,talk,12,3,5,タケシ:みんな、慌てず今夜は情報整理しとこうな！,,['calm']
0,talk,12,3,5,タケシ:オレも明日の朝、真っ先に占い結果伝えるつもりだぞ。,,['DivT[タケシ]:ALL->Wait']
0,talk,12,3,5,タケシ:ナナの発言はやっぱり注目だな。,,['Sus:ナナ']
0,talk,12,3,5,タケシ:全員で協力していこうぜ！,,['Pers:ALL']
1,talk,0,0,5,タケシ:みんな、おはようだな！,,['Req(Discuss)']
1,talk,0,0,5,タケシ:早速だけど今朝ナナを占ったら『人狼』判定だったぞ。,,['DivT[タケシ]:ナナ->人狼']
1,talk,0,0,5,タケシ:かなり重要な情報だと思うし、皆も意見聞かせてくれよ！,,['Req(Discuss)']
1,talk,1,0,4,リク:おはようございます！,,['Other']
1,talk,2,0,2,アカリ:タケシさん、結果ありがとうございます。,,['Agr:タケシ']
1,talk,2,0,2,アカリ:ナナさんへの黒判定について、皆さんのご意見をお聞かせください。,,['Req(Discuss)']
1,talk,2,0,2,アカリ:どう判断すべきか考えましょう。,,['Req(Discuss)']
1,talk,3,0,1,アキラ:ナナ黒ならタケシ占い師が狂人か人狼の可能性が高い。,,"['Est[アキラ]:タケシ->狂人', 'Est[アキラ]:タケシ->人狼']"
1,talk,3,0,1,アキラ:占い結果が事実なら、タケシの行動や動機をさらに深掘りするべきだと思う。,,"['Req(T):タケシ', 'Sus:タケシ']"
1,talk,4,0,3,ナナ:タケシの黒判定が本当なら、占い師としての信頼性が疑わしいけど、彼が狂人ってことも考えられるよね。,,"['Est[ナナ]:タケシ->狂人', 'Sus:タケシ']"
1,talk,4,0,3,ナナ:あたしは、もう少し様子を見てから投票先を決めたいな。,,['Wait']
1,talk,4,0,3,ナナ:どう思う？,,['Req(Discuss)']
1,talk,5,1,5,タケシ:アキラの指摘もわかるけど、この配役だと対抗COが出てない＝俺が真占い師でほぼ確だと思うぞ。,,['CO[タケシ]:占い師']
1,talk,5,1,5,タケシ:ナナの黒判定は村にとって超でかい情報だな！,,['admiration']
1,talk,6,1,4,リク:アキラが指摘した通り、ナナが人狼と判定されたことで、タケシの占い結果に疑念が生まれましたね。,,"['Agr:アキラ', 'Sus:タケシ']"
1,talk,6,1,4,リク:タケシは自信を持って占い師をCOしていますが、狂人である可能性も考えられます。,,"['CO[タケシ]:占い師', 'Est[リク]:タケシ->狂人']"
1,talk,6,1,4,リク:ナナは慎重に行動すると言っていますが、明確な判断を下す必要がありそうです。,,['Req(Discuss)']
1,talk,7,1,2,アカリ:タケシさんの単独ＣＯですが、狂人の方も潜んでいる可能性はあります。,,"['CO[タケシ]:占い師', 'Est[アカリ]:タケシ->狂人']"
1,talk,7,1,2,アカリ:彼の真贋を見極め、判断を誤らないようにしましょう。,,['Req(Discuss)']
1,talk,8,1,1,アキラ:タケシの占いはナナだけ黒。,,['Tally(Est):many Est:ナナ->人狼']
1,talk,8,1,1,アキラ:もし真なら残りは白。,,['Other']
1,talk,8,1,1,アキラ:次の占い候補や発言の矛盾から狂人や人狼の見極めを進めよう。,,['Req(Discuss)']
1,talk,8,1,1,アキラ:数字的にもここがポイントだ。,,['Other']
1,talk,9,1,3,ナナ:正直、タケシがあたしを黒判定したのはビックリしたよ！,,"['Sus:タケシ', 'admiration']"
1,talk,9,1,3,ナナ:でも、皆が言ってる通り、タケシが本当に占い師なら真贋を見極めるのが重要だね。,,['Req(Discuss)']
1,talk,9,1,3,ナナ:私が人狼なら、占い師のタケシがいる時に無用に目立つ行動しないと思うけど、どうかな？,,['Est[ナナ]:ナナ->not(人狼)']
1,talk,9,1,3,ナナ:@アキラアキラの言う通り、タケシの真贋が大事だね。,,"['Mt:アキラ', 'Agr:アキラ']"
1,talk,9,1,3,ナナ:でも、次の占い候補も気になるところ。,,['Req(Discuss)']
1,talk,9,1,3,ナナ:具体的に誰を占いたいか考えてる？,,['Req(Discuss)']
1,talk,10,2,5,タケシ:おっしゃ、みんなの意見しっかり聞いたぞ！,,['calm']
1,talk,10,2,5,タケシ:確かに俺に疑い向けるのも当然だな。,,['calm']
1,talk,10,2,5,タケシ:でも、今この配役で偽COしてくる度胸あるやつはさすがにいないと思うぞ。,,['Other']
1,talk,10,2,5,タケシ:ナナが本当に村なら、俺めちゃくちゃ疑われても仕方ない。,,['Other']
1,talk,10,2,5,タケシ:逆にナナからの弁明もしっかり聞きたいな！,,['Req(T):ナナ']
1,talk,11,2,4,リク:アキラ、ナナ、アカリ、リク、タケシの5人での議論が続いています。,,['Other']
1,talk,11,2,4,リク:現在、タケシの占い結果がナナを人狼と判定しており、その真贋について疑念が生まれています。,,['DivT[タケシ]:ナナ->黒']
1,talk,11,2,4,リク:皆が協力し合いながら、タケシが本当に占い師であるかどうかを見極め、村人側の勝利に向けて進んでいます。,,['Pers:ALL']
1,talk,12,2,2,アカリ:タケシさんの占い結果を考慮し、ナナさんへの投票を提案します。,,['Vote[アカリ]:ナナ']
1,talk,12,2,2,アカリ:他の可能性も念頭に、慎重に議論を進めましょう。,,"['Req(Discuss)', 'calm']"
1,talk,13,2,1,アキラ:ナナ黒ならタケシCOの真偽が一気に鍵。,,['Other']
1,talk,13,2,1,アキラ:だけどナナの態度や質問内容から、狂人ならもっと露骨に煽ってもよさそうだ。,,['Est[アキラ]:ナナ->not(狂人)']
1,talk,13,2,1,アキラ:そこをどう見るかが重要だと思う。,,['Req(Discuss)']
1,talk,14,2,3,ナナ:みんなの意見を聞いてると、タケシの占い結果が本当に重要だって感じるよね。,,['Req(Discuss)']
1,talk,14,2,3,ナナ:あたしは、確かにタケシの行動や発言で本物の占い師かどうかをもう少し観察するべきだと思うの。,,['Req(Discuss)']
