date,type,info1,info2,info3,info4,info5,tag
0,talk,1,0,4,エリ:エリですわ。,,['Other']
0,talk,1,0,4,エリ:皆様、お手柔らかに…。,,['Other']
0,talk,1,0,4,エリ:このような場所は初めてで、少し緊張しますわ。,,['Other']
0,talk,2,0,5,タク:タクだ。,,['Other']
0,talk,2,0,5,タク:皆がどう動くのか、静かに観察させてもらう。,,['Other']
0,talk,3,0,2,ダン:ダンだ。,,['Other']
0,talk,3,0,2,ダン:俺は占い師。,,['CO[ダン]:占い師']
0,talk,3,0,2,ダン:今は何も占えていない。,,['Other']
0,talk,3,0,2,ダン:初日は様子を見る。,,['Other']
0,talk,4,0,1,トモ:ぼくはトモ、占い師ですよぅ！,,['CO[トモ]:占い師']
0,talk,4,0,1,トモ:よろしくですよぅ！,,['Other']
0,talk,7,1,2,ダン:対抗が出たな。,,['Other']
0,talk,7,1,2,ダン:トモが偽だろう。,,['Sus:トモ']
0,talk,7,1,2,ダン:どう動くかは他の出方を見て判断する。,,['Other']
0,talk,9,2,2,ダン:他にCOがなければ、トモと俺の一騎打ちだ。,,['Req(CO):占い師']
0,talk,9,2,2,ダン:明日以降、行動で判断されるだけ。,,['Other']
0,talk,10,3,2,ダン:これ以上話すつもりはない。,,['Other']
0,talk,10,3,2,ダン:様子を見るだけだ。,,['Other']
1,talk,0,0,3,ユウ:みんな、シオンが占い師でメイを白と占ったって話だね！,,['DivT[シオン]:メイ->白']
1,talk,0,0,3,ユウ:それなら、メイは村人確定だよね！,,['Fact[ユウ]:メイ->村人']
1,talk,1,0,1,トモ:ぼくは占い師ですよぅ！,,['CO[トモ]:占い師']
1,talk,1,0,1,トモ:ぼくが占った結果、ダンは人狼でしたよぅ！,,['DivT[トモ]:ダン->黒']
1,talk,2,0,5,タク:2人の占いCOがあって驚いている。,,['admiration']
1,talk,2,0,5,タク:どちらも判定を急いで出した印象だが、まだ判断材料としては弱い気がする。,,['difficult']
1,talk,2,0,5,タク:慎重に見極めたい。,,['calm']
1,talk,2,0,5,タク:@エリの考えも聞いてみたい。,,['Req(T):エリ']
1,talk,3,0,2,ダン:初日占い結果を提示する。,,['Req(listen)']
1,talk,3,0,2,ダン:私が占ったのは対抗のトモ。,,['Other']
1,talk,3,0,2,ダン:判定は『人間』だった。,,['DivT[ダン]:トモ->白']
1,talk,3,0,2,ダン:私目線、トモは狂人、人狼どちらもあり得る。,,"['Est[ダン]:トモ->狂人,Est[ダン]:トモ->人狼']"
1,talk,3,0,2,ダン:全員の意見を聞きたい。,,['Req(Discuss)']
1,talk,4,0,4,エリ:皆様、2人の占い師様が名乗り出ていらっしゃいますわね。,,['Other']
1,talk,4,0,4,エリ:結果が食い違い、どちらが真か判断つきませんわ。,,['difficult']
1,talk,4,0,4,エリ:皆様はどのように考えていらっしゃいますか？,,['Req(Discuss)']
1,talk,4,0,4,エリ:@タク様、わたくしも今は静かに見守る時かと思っております。,,"['Mt:タク', 'calm']"
1,talk,5,1,3,ユウ:オレはトモくんの占い結果についてちょっと疑問があるんだよ。,,['Sus:トモ']
1,talk,5,1,3,ユウ:ダンくんが占った結果と相反してるから、どっちが真か判断が難しいよね。,,"['contradiction', 'difficult']"
1,talk,5,1,3,ユウ:そろそろ皆で考えをまとめて、どちらの占い師が信頼できるか決める必要があると思うよ！,,['Req(Discuss)']
1,talk,5,1,3,ユウ:@タクタクくんはどう思う？,,"['Mt:タクタクくん', 'Req(T):タクタクくん']"
1,talk,5,1,3,ユウ:慎重に見極めるのは大事だけど、そろそろ議論を進めないといけないかもしれないね。,,"['Req(Discuss)', 'calm']"
1,talk,6,1,1,トモ:みんなはどう思いますよぅ？,,['Req(Discuss)']
1,talk,7,1,5,タク:両方の占い結果に納得できる部分もあるけど、まだ決定打はない印象だ。,,['difficult']
1,talk,7,1,5,タク:@エリ、@ユウはどの発言が気になった？,,"['Mt:エリ', 'Mt:ユウ', 'Req(T):エリ', 'Req(T):ユウ']"
1,talk,7,1,5,タク:みんなの視点が知りたい。,,['Req(Discuss)']
1,talk,8,1,2,ダン:私は対抗のトモを初日占い、結果は『人間』だった。,,['DivT[ダン]:トモ->白']
1,talk,8,1,2,ダン:トモ目線では私が人狼らしいが、理屈が弱い。,,"['Dis:トモ', 'difficult']"
1,talk,8,1,2,ダン:トモは自分の真を証明できる論理があるなら示すべきだろう。,,['Req(T):トモ']
1,talk,8,1,2,ダン:村は冷静に精査を続けてほしい。,,['calm']
1,talk,9,1,4,エリ:占い師の方がお二人も...どちらが真実を語っているのか、まだ見極めがつきませんわね。,,['difficult']
1,talk,9,1,4,エリ:無理に急がず、今は様子を見守るのが prudent でしょうか。,,"['calm', 'Wait']"
1,talk,10,2,3,ユウ:みんな、一度冷静になろうよ。,,['calm']
1,talk,10,2,3,ユウ:トモくんとダンくんが占い師を名乗っているけど、どっちかが嘘をついている可能性が高い。,,"['Xor[トモ,ダン]:(占い師⇔not(占い師))']"
1,talk,10,2,3,ユウ:この状況ではトモくんの真を証明できる発言が必要だと思うよ。,,['Req(T):トモ']
1,talk,10,2,3,ユウ:ダンくんの占い結果を再確認しよう、もしかしたらトモくんの言っていることに矛盾が見つかるかもしれない。,,"['Req(Discuss)', 'Req(T):ダン']"
1,talk,10,2,3,ユウ:@タクくん、エリくんはどう思う？,,"['Mt:タクくん', 'Mt:エリくん', 'Req(T):タクくん', 'Req(T):エリくん']"
1,talk,10,2,3,ユウ:どちらが真だと思う？,,['Req(Discuss)']
1,talk,10,2,3,ユウ:@タクダンくんの発言が弱い気がするから、トモくんについて詳しく考える必要がありそうだね。,,"['Dis:タク', 'Dis:ダン', 'Req(Discuss)']"
1,talk,12,2,5,タク:占い師が2人COしている状況だが、どちらか即断で疑うには材料が足りない。,,"['difficult', 'calm']"
1,talk,12,2,5,タク:皆の細かい視線や感覚をもう少し聞いてみたい。,,['Req(Discuss)']
1,talk,12,2,5,タク:発言に変化がありそうな人の意見が気になる。,,['Req(Discuss)']
1,talk,13,2,2,ダン:タクもエリも発言が慎重すぎる。,,"['Dis:タク', 'Dis:エリ']"
1,talk,13,2,2,ダン:村が混乱しないように、現時点で気になった点を挙げてくれ。,,['Req(Discuss)']
1,talk,13,2,2,ダン:矛盾や違和感があれば整理していく。,,"['Req(Discuss)', 'calm']"
1,talk,13,2,2,ダン:感情論は不要だ。,,['calm']
1,talk,14,2,4,エリ:どちらの占い師様も譲りませんわね。,,['difficult']
1,talk,14,2,4,エリ:村人としては判断に迷いますわ。,,['difficult']
1,talk,14,2,4,エリ:皆様のお考えをもう少しお聞かせ願えませんこと？,,['Req(Discuss)']
1,talk,15,3,3,ユウ:みんな、あまりにも占い師が2人いる状況は混乱を招くよね。,,"['difficult', 'Req(Discuss)']"
1,talk,15,3,3,ユウ:ダンくんの発言も慎重だし、タクくんの意見も興味深い。,,['calm']
1,talk,15,3,3,ユウ:ここで考えるべきは、今日の夜にどちらの占い師が真かを見極めるために、次の占い先を決めることだと思うんだ。,,['Req(Discuss)']
1,talk,15,3,3,ユウ:ダンくんがトモくんを占うべき理由は、もしトモくんが人狼なら、早くその真相を知る必要があるからだよ。,,"['Req(T):ダン', 'Sus:トモ']"
1,talk,15,3,3,ユウ:この2人の意見が交わることで、村人たちがどっちを信じていいかの判断材料になるはずだ。,,"['Req(Discuss)', 'calm']"
1,talk,15,3,3,ユウ:@タクタクくんはこの意見どう思う？,,"['Mt:タク', 'Req(T):タク']"
