date,type,info1,info2,info3,info4,info5,info4_named,tag
0,talk,0,0,4,...,,Midori: ...,['confused']
0,talk,1,0,3,Hi everyone! I'm Sakura! This is gonna be super duper fun! Hehe,,Sakura: Hi everyone! I'm Sakura! This is gonna be super duper fun! Hehe,['Pers:ALL']
0,talk,2,0,1,Hello everyone. I'm George. Let's take a moment and think this over. How are you all today? Ready to solve this mystery together?,,George: Hello everyone. I'm George. Let's take a moment and think this over. How are you all today? Ready to solve this mystery together?,"['Req(Discuss)', 'Pers:ALL']"
0,talk,3,0,2,I'll hold off on claims.  @Midori   do you have any reads or plans to share? If nobody gives concrete info soon  I’m leaning toward the calm players — George looks suspicious to me. Over,,Shion: I'll hold off on claims.  @Midori   do you have any reads or plans to share? If nobody gives concrete info soon  I’m leaning toward the calm players — George looks suspicious to me. Over,"['Req(T):Midori', 'Sus:George']"
0,talk,4,0,5,Let's work together calmly and wisely. Does anyone have any early thoughts or strategies?,,Minako: Let's work together calmly and wisely. Does anyone have any early thoughts or strategies?,"['Req(Discuss)', 'calm']"
0,talk,8,1,2,You're awfully calm   @George . Tell us your reads and why we should trust you — any vote target or plan? If nobody gives something concrete  I'll push for a lynch soon. Over,,Shion: You're awfully calm   @George . Tell us your reads and why we should trust you — any vote target or plan? If nobody gives something concrete  I'll push for a lynch soon. Over,"['Mt:George', 'Req(T):George', 'Sus:George']"
0,talk,9,1,5,Let's hear from George. Any thoughts or suspicions you can share to help us?,,Minako: Let's hear from George. Any thoughts or suspicions you can share to help us?,"['Req(T):George', 'Req(Discuss)']"
0,talk,10,2,2,No one's given any concrete info.  @George   what's your read and who are you voting? If we don't get something solid soon  I'll vote for you. Over,,Shion: No one's given any concrete info.  @George   what's your read and who are you voting? If we don't get something solid soon  I'll vote for you. Over,"['Mt:George', 'Req(T):George', 'Vote[Shion]:George', 'Sus:George']"
0,talk,11,2,5,George your input is crucial. Please share any insights to avoid unnecessary suspicion.,,Minako: George your input is crucial. Please share any insights to avoid unnecessary suspicion.,"['Mt:George', 'Req(T):George', 'Pers:ALL']"
0,talk,12,3,2,George  your calmness is making me uneasy. Give a reason to trust you or I’ll put my vote on you. Others  say who you’re leaning toward now or I’ll push to st,,Shion: George  your calmness is making me uneasy. Give a reason to trust you or I’ll put my vote on you. Others  say who you’re leaning toward now or I’ll push to st,"['Mt:George', 'Vote[Shion]:George', 'Sus:George', 'Req(Discuss)']"
0,talk,13,3,5,Let's focus on observing behaviors. Anyone notice something unusual or suspicious?,,Minako: Let's focus on observing behaviors. Anyone notice something unusual or suspicious?,[]
1,talk,0,0,1,Let's take a moment and think this over. A strategic divination with Sakura as our target could help clear up any confusion my friend.,,George: Let's take a moment and think this over. A strategic divination with Sakura as our target could help clear up any confusion my friend.,"['Req(CO):Seer', 'Req(Discuss)']"
1,talk,1,0,5,I checked Shion last night and they are human. Let's hear from others too.,,Minako: I checked Shion last night and they are human. Let's hear from others too.,"['CO[Minako]:Seer', 'DivT[Minako]:Shion->not(Werewolf)', 'Req(Discuss)']"
1,talk,2,0,4,...,,Midori: ...,['Other']
1,talk,3,0,3,Hehe I have the sparkly eyes! I peeked at George and he's a mean old wolf,,Sakura: Hehe I have the sparkly eyes! I peeked at George and he's a mean old wolf,"['CO[Sakura]:Seer', 'DivT[Sakura]:George->Werewolf']"
1,talk,4,0,2,Minako says she checked me and found me human — thanks  but how did you check and what role are you claiming? Sakura's sudden “George is a wolf” feels rush @Midori  did you divinate last night? If anyone has a concrete result  speak now — otherwise I’m still leaning toward George. Over,,Shion: Minako says she checked me and found me human — thanks  but how did you check and what role are you claiming? Sakura's sudden “George is a wolf” feels rush @Midori  did you divinate last night? If anyone has a concrete result  speak now — otherwise I’m still leaning toward George. Over,"['Req(T):Minako', 'Req(T):Midori', 'Req(Discuss)', 'Dis:Sakura(DivT[Sakura]:George->Werewolf)', 'Sus:George']"
1,talk,5,1,1,I'm a villager. The true Seer should step in. Minako or Sakura is bluffing. Let's take a moment and think this over.  @Sakura  Are you certain about me being a wolf? Could there be an error in your reading?,,George: I'm a villager. The true Seer should step in. Minako or Sakura is bluffing. Let's take a moment and think this over.  @Sakura  Are you certain about me being a wolf? Could there be an error in your reading?,"['CO[George]:Villager', 'Req(CO):Seer', 'Sus:Minako', 'Sus:Sakura', 'Mt:Sakura']"
1,talk,6,1,5,I'm the Seer and my result on Shion is accurate. Let's be cautious with Sakura's claim.,,Minako: I'm the Seer and my result on Shion is accurate. Let's be cautious with Sakura's claim.,"['CO[Minako]:Seer', 'DivT[Minako]:Shion->not(Werewolf)', 'Dis:Sakura(DivT[Sakura]:George->Werewolf)']"
1,talk,7,1,4,...,,Midori: ...,['Other']
1,talk,8,1,3,George is the big bad wolf! My sparkly eyes saw it! Let's vote for him now! Da da da,,Sakura: George is the big bad wolf! My sparkly eyes saw it! Let's vote for him now! Da da da,"['CO[Sakura]:Seer', 'Vote[Sakura]:George', 'Pers:ALL']"
1,talk,9,1,2,Sakura’s “George is a wolf” came out too quick — feels forced.  @Minako  you said you checked me and found me human: what exact role are you claiming and which night did you check? Give specifics so we can decide how to vote. I’,,Shion: Sakura’s “George is a wolf” came out too quick — feels forced.  @Minako  you said you checked me and found me human: what exact role are you claiming and which night did you check? Give specifics so we can decide how to vote. I’,"['Dis:Sakura(DivT[Sakura]:George->Werewolf)', 'Req(T):Minako', 'Req(Discuss)']"
