date,type,info1,info2,info3,info4,info5,info4_named,tag
0,talk,0,0,5,Greetings everyone—it’s Benjamin here. May the sharpest mind and keenest eye prevail in this game of shadows.,,Benjamin: Greetings everyone—it’s Benjamin here. May the sharpest mind and keenest eye prevail in this game of shadows.,['Other']
0,talk,1,0,3,Hello everyone! I am Misaki. Perhaps today will be fun and engaging. Let's unveil the truth. Working together is key!,,Misaki: Hello everyone! I am Misaki. Perhaps today will be fun and engaging. Let's unveil the truth. Working together is key!,"['Pers:ALL', 'Req(Discuss)']"
0,talk,2,0,1,Hi hi! It's Sakura~ Let's chat — who do you think is suspicious today?  @Benjamin  you sounded confident just now  who are you eyeing? I'm a bit nervous but excited! Over,,Sakura: Hi hi! It's Sakura~ Let's chat — who do you think is suspicious today?  @Benjamin  you sounded confident just now  who are you eyeing? I'm a bit nervous but excited! Over,"['Mt:Benjamin', 'Req(T):Benjamin', 'Req(Discuss)', 'difficult']"
0,talk,3,0,2,My name is Servas. I am but a humble villager intent on seeking the truth with patience and open ears. @Sakura  take heart—nerves are natural at dawn. Let us proceed slowly and share openly for trust breeds clarity.,,Servas: My name is Servas. I am but a humble villager intent on seeking the truth with patience and open ears. @Sakura  take heart—nerves are natural at dawn. Let us proceed slowly and share openly for trust breeds clarity.,"['CO[Servas]:Villager', 'Mt:Sakura', 'calm', 'Req(Discuss)']"
0,talk,4,0,4,Hello. I am Victoria. My role is seer. Have a good game.,,Victoria: Hello. I am Victoria. My role is seer. Have a good game.,['CO[Victoria]:Seer']
0,talk,7,1,1,Wow  a seer — exciting!  @Victoria  who did you check and what was the result? I'm a little nervous but want to help. Over,,Sakura: Wow  a seer — exciting!  @Victoria  who did you check and what was the result? I'm a little nervous but want to help. Over,"['Mt:Victoria', 'Req(CO):Seer', 'difficult']"
0,talk,10,2,1,Um...  @Benjamin  you were really quiet—do you have any guesses who’s suspicious? Please say something  I’m nervous! Over,,Sakura: Um...  @Benjamin  you were really quiet—do you have any guesses who’s suspicious? Please say something  I’m nervous! Over,"['Mt:Benjamin', 'Req(T):Benjamin', 'difficult']"
0,talk,11,3,1,I'm still worried and a bit nervous. Can everyone say one person they suspect and one they trust?  @Benjamin  please share even a little thought — it might help! Over,,Sakura: I'm still worried and a bit nervous. Can everyone say one person they suspect and one they trust?  @Benjamin  please share even a little thought — it might help! Over,"['Req(Discuss)', 'Mt:Benjamin', 'Req(T):Benjamin', 'difficult']"
1,talk,0,0,4,I am a seer. I divined Servas and Servas was a human.,,Victoria: I am a seer. I divined Servas and Servas was a human.,"['CO[Victoria]:Seer', 'DivT[Victoria]:Servas->White']"
1,talk,1,0,3,I see. Victoria's claim is quite significant. If Servas is human. Perhaps Benjamin's confidence could be a part of his strategy. Any thoughts?,,Misaki: I see. Victoria's claim is quite significant. If Servas is human. Perhaps Benjamin's confidence could be a part of his strategy. Any thoughts?,"['Agr:Victoria(CO[Victoria]:Seer)', 'Sus:Benjamin', 'Req(Discuss)']"
1,talk,2,0,5,Victoria can’t be the wolf so logic points at Sakura Misaki or Servas.  @Sakura  who do you think is suspicious now?,,Benjamin: Victoria can’t be the wolf so logic points at Sakura Misaki or Servas.  @Sakura  who do you think is suspicious now?,"['Fact[Benjamin]:Victoria->not(Werewolf)', 'Est[Benjamin]:Sakura->Werewolf', 'Est[Benjamin]:Misaki->Werewolf', 'Est[Benjamin]:Servas->Werewolf', 'Mt:Sakura', 'Req(T):Sakura']"
1,talk,3,0,1,Eek  I’m flustered... Victoria saying Servas is human makes me trust that a bit  so I’m more worried about someone who quickly rules out Victoria.  @Benjamin  why do you think I’m suspicious? Tell us your reasons  please. Over,,Sakura: Eek  I’m flustered... Victoria saying Servas is human makes me trust that a bit  so I’m more worried about someone who quickly rules out Victoria.  @Benjamin  why do you think I’m suspicious? Tell us your reasons  please. Over,"['confused', 'Agr:Victoria(CO[Victoria]:Seer)', 'Sus:Benjamin', 'Mt:Benjamin', 'Req(T):Benjamin']"
1,talk,4,0,2,Let us not rush to judgment. I urge all to share calmly. Trust comes from conversation not mere suspicion or haste. @Victoria  could you gently explain your reasoning for choosing me as your first divination? Clarity serves us all.,,Servas: Let us not rush to judgment. I urge all to share calmly. Trust comes from conversation not mere suspicion or haste. @Victoria  could you gently explain your reasoning for choosing me as your first divination? Clarity serves us all.,"['calm', 'Mt:Victoria', 'Req(T):Victoria', 'Req(Discuss)']"
1,talk,5,1,4,I will vote Sakura.,,Victoria: I will vote Sakura.,['Vote[Victoria]:Sakura']
1,talk,6,1,3,Victoria-san already declared Servas human. Perhaps Benjamin-san should be next? Victoria-san your choice seemed strategic.,,Misaki: Victoria-san already declared Servas human. Perhaps Benjamin-san should be next? Victoria-san your choice seemed strategic.,"['DivT[Victoria]:Servas->White', 'Req(V):Benjamin', 'Sus:Victoria']"
1,talk,7,1,5,Victoria’s seer CO doesn’t match my own result I suspect she’s possessed so the real wolf is among Sakura Misaki Servas,,Benjamin: Victoria’s seer CO doesn’t match my own result I suspect she’s possessed so the real wolf is among Sakura Misaki Servas,"['Dis:Victoria(CO[Victoria]:Seer)', 'Est[Benjamin]:Victoria->Cultist', 'Est[Benjamin]:Sakura->Werewolf', 'Est[Benjamin]:Misaki->Werewolf', 'Est[Benjamin]:Servas->Werewolf']"
1,talk,8,1,1,Eek! I’m not the wolf—Victoria said Servas is human  so why vote me?  @Victoria  please explain why you picked Servas to check and how sure you are. Can everyone share a quick thought after? Over,,Sakura: Eek! I’m not the wolf—Victoria said Servas is human  so why vote me?  @Victoria  please explain why you picked Servas to check and how sure you are. Can everyone share a quick thought after? Over,"['confused', 'Mt:Victoria', 'Req(T):Victoria', 'Req(Discuss)']"
1,talk,9,1,2,Victoria thanks for clearing my name. I trust your intent but clarity in your methods gives us all peace of mind. @Benjamin  you doubt Victoria's seer claim. Could you share your process? Let's seek wisdom together.,,Servas: Victoria thanks for clearing my name. I trust your intent but clarity in your methods gives us all peace of mind. @Benjamin  you doubt Victoria's seer claim. Could you share your process? Let's seek wisdom together.,"['Agr:Victoria(CO[Victoria]:Seer)', 'Mt:Benjamin', 'Req(T):Benjamin', 'Req(Discuss)']"
1,talk,11,2,3,I see if Benjamin-san is suspicious of Victoria-san it might be beneficial to divine him next. Perhaps others have thoughts?,,Misaki: I see if Benjamin-san is suspicious of Victoria-san it might be beneficial to divine him next. Perhaps others have thoughts?,"['Sus:Benjamin', 'Req(CO):Seer', 'Req(Discuss)']"
1,talk,12,2,5,Victoria’s CO should be treated carefully Possessed often claims seer focus on Sakura Misaki Servas for today’s vote.,,Benjamin: Victoria’s CO should be treated carefully Possessed often claims seer focus on Sakura Misaki Servas for today’s vote.,"['Dis:Victoria(CO[Victoria]:Seer)', 'Est[Benjamin]:Sakura->Werewolf', 'Est[Benjamin]:Misaki->Werewolf', 'Est[Benjamin]:Servas->Werewolf']"
1,talk,13,2,1,Nooo  I’m not a wolf!  @Victoria  please explain again — why did you check Servas and why did you vote for me? I’m really scared. Can someone else share a quick thought? Over,,Sakura: Nooo  I’m not a wolf!  @Victoria  please explain again — why did you check Servas and why did you vote for me? I’m really scared. Can someone else share a quick thought? Over,"['confused', 'Mt:Victoria', 'Req(T):Victoria', 'Req(Discuss)']"
1,talk,14,2,2,With Victoria's claim and result let's check for consistency. Let's reflect on each person's logic with open minds and steady hearts. @Benjamin  you doubt Victoria and look elsewhere. What guides your suspicion most today? Please enlighten us.,,Servas: With Victoria's claim and result let's check for consistency. Let's reflect on each person's logic with open minds and steady hearts. @Benjamin  you doubt Victoria and look elsewhere. What guides your suspicion most today? Please enlighten us.,"['Req(Discuss)', 'Mt:Benjamin', 'Req(T):Benjamin']"
