date,type,info1,info2,info3,info4,info5,info4_named,tag
0,talk,0,0,1,Hi everyone! I’m Yumi super excited to play with you all. Let’s have lots of fun and figure things out together!,,Yumi: Hi everyone! I’m Yumi super excited to play with you all. Let’s have lots of fun and figure things out together!,['Pers:ALL']
0,talk,1,0,3,Hello everyone I'm Minako. Let's work together to find the werewolves.,,Minako: Hello everyone I'm Minako. Let's work together to find the werewolves.,"['Pers:ALL', 'Req(Discuss)']"
0,talk,2,0,2,Greetings everyone. I am Shion and eager to engage in this game of deduction. Isn't that interesting? Let us proceed with sharp minds.,,Shion: Greetings everyone. I am Shion and eager to engage in this game of deduction. Isn't that interesting? Let us proceed with sharp minds.,"['Pers:ALL', 'Req(Discuss)']"
0,talk,3,0,4,Hi! I'm Rin.  @Minako   you seemed to change your story and that makes me nervous — can you explain? If no good answer  I want to vote for you. Anyone have a role or divination to sh,,Rin: Hi! I'm Rin.  @Minako   you seemed to change your story and that makes me nervous — can you explain? If no good answer  I want to vote for you. Anyone have a role or divination to sh,"['Mt:Minako', 'Sus:Minako', 'Req(T):Minako', 'Vote[Rin]:Minako', 'Req(CO):Seer']"
0,talk,4,0,5,Skip,,Shunichi: Skip,['Wait']
0,talk,6,1,3,Rin I haven't changed my story. Let's focus on finding clues instead.,,Minako: Rin I haven't changed my story. Let's focus on finding clues instead.,"['Mt:Rin', 'Dis:Rin', 'Req(Discuss)']"
0,talk,8,1,4,You're not convincing.  @Minako  please tell us exactly what you said before and what you said now — point out the part that's the same. If you can't  I'll probably vote for you today. Anyo,,Rin: You're not convincing.  @Minako  please tell us exactly what you said before and what you said now — point out the part that's the same. If you can't  I'll probably vote for you today. Anyo,"['Mt:Minako', 'Sus:Minako', 'Req(T):Minako', 'Vote[Rin]:Minako']"
0,talk,9,1,5,I am Shunichi. I will be observing.,,Shunichi: I am Shunichi. I will be observing.,"['Pers:ALL', 'Other']"
0,talk,10,2,3,Rin I simply introduced myself and suggested we work together to find the werewolves.,,Minako: Rin I simply introduced myself and suggested we work together to find the werewolves.,"['Mt:Rin', 'Dis:Rin']"
0,talk,11,2,4,That still doesn't explain it   @Minako  — you were really quiet at first  then suddenly defended yourself. Which part actually stayed the same? If nobody explains  I'll vote for you. Any seer o,,Rin: That still doesn't explain it   @Minako  — you were really quiet at first  then suddenly defended yourself. Which part actually stayed the same? If nobody explains  I'll vote for you. Any seer o,"['Mt:Minako', 'Sus:Minako', 'Req(T):Minako', 'Vote[Rin]:Minako', 'Req(CO):Seer']"
0,talk,12,2,5,@Rin  Your accusation lacks a basis in the provided logs. A futile line of inquiry.,,Shunichi: @Rin  Your accusation lacks a basis in the provided logs. A futile line of inquiry.,"['Mt:Rin', 'Dis:Rin']"
0,talk,13,3,3,Rin I've been consistent in wanting us to collaborate. Let's focus on finding clues.,,Minako: Rin I've been consistent in wanting us to collaborate. Let's focus on finding clues.,"['Mt:Rin', 'Dis:Rin', 'Req(Discuss)']"
