date,type,info1,info2,info3,info4,info5,info4_named,tag
0,talk,0,0,2,Hello everyone! I'm Shizue ready to play Werewolf. Can't wait to start the mystery with you all!,,Shizue: Hello everyone! I'm Shizue ready to play Werewolf. Can't wait to start the mystery with you all!,['Other']
0,talk,1,0,5,Hey everyone I’m excited to play together Should we talk about how we want to start things off tomorrow?,,Kenji: Hey everyone I’m excited to play together Should we talk about how we want to start things off tomorrow?,['Req(Discuss)']
0,talk,2,0,4,Good morning. I’ll stay quiet and gather info today.  @Kenji   did anyone seem off to you so far? I’ll watch how people speak and vote. Over,,George: Good morning. I’ll stay quiet and gather info today.  @Kenji   did anyone seem off to you so far? I’ll watch how people speak and vote. Over,"['Mt:Kenji', 'Req(T):Kenji', 'Other']"
0,talk,3,0,3,Greetings everyone! I am Shion. It's a pleasure to collaborate and unravel this mystery together. Let's solve this with teamwork!,,Shion: Greetings everyone! I am Shion. It's a pleasure to collaborate and unravel this mystery together. Let's solve this with teamwork!,"['Pers:ALL', 'Req(Discuss)']"
0,talk,4,0,1,Hello. I am Minako. My role is villager. Have a good game.,,Minako: Hello. I am Minako. My role is villager. Have a good game.,['CO[Minako]:Villager']
0,talk,7,1,4,"Claiming ""villager"" right away is odd — that kind of early claim can be a setup.  @Minako   why announce your role so early? I'll listen before voting. Over",,"George: Claiming ""villager"" right away is odd — that kind of early claim can be a setup.  @Minako   why announce your role so early? I'll listen before voting. Over","['Dis:Minako(CO[Minako]:Villager)', 'Mt:Minako', 'Req(T):Minako', 'Wait']"
0,talk,10,2,4,An early role claim worries me.  @Minako  why announce now? If you can't give a good reason  I'll lean toward voting for you to force a reaction. Any objections? Over,,George: An early role claim worries me.  @Minako  why announce now? If you can't give a good reason  I'll lean toward voting for you to force a reaction. Any objections? Over,"['Dis:Minako(CO[Minako]:Villager)', 'Mt:Minako', 'Req(T):Minako', 'Vote[George]:Minako', 'Req(Discuss)']"
0,talk,11,3,4,I don't want to lynch without cause  but that early role claim is suspicious.  @Minako  why reveal now? If you can't give a clear reason soon I'll vote for you. Over,,George: I don't want to lynch without cause  but that early role claim is suspicious.  @Minako  why reveal now? If you can't give a clear reason soon I'll vote for you. Over,"['Dis:Minako(CO[Minako]:Villager)', 'Mt:Minako', 'Req(T):Minako', 'Vote[George]:Minako']"
1,talk,0,0,4,@Minako  please explain — why reveal villager so early? I don't like lynching without cause  but if you can't give a reasonable answer I'll keep my vote on you. An,,George: @Minako  please explain — why reveal villager so early? I don't like lynching without cause  but if you can't give a reasonable answer I'll keep my vote on you. An,"['Mt:Minako', 'Req(T):Minako', 'Vote[George]:Minako', 'Sus:Minako']"
1,talk,1,0,2,I divined Shion last night and the result showed that Shion is human. Let’s focus on finding the Werewolf elsewhere.,,Shizue: I divined Shion last night and the result showed that Shion is human. Let’s focus on finding the Werewolf elsewhere.,"['CO[Shizue]:Seer', 'DivT[Shizue]:Shion->White', 'Req(Discuss)']"
1,talk,2,0,5,I’m the Seer. Last night I divined  @Minako  and she is human. There’s only one real Seer here.,,Kenji: I’m the Seer. Last night I divined  @Minako  and she is human. There’s only one real Seer here.,"['CO[Kenji]:Seer', 'DivT[Kenji]:Minako->White', 'Dis:Shizue(CO[Shizue]:Seer)', 'Mt:Minako']"
