date,type,info1,info2,info3,info4,info5,info4_named,tag
0,talk,0,0,5,...,,Sakura: ...,['Other']
0,talk,1,0,4,Let's get things started. How are you all feeling about the game today?,,Shion: Let's get things started. How are you all feeling about the game today?,['Req(Discuss)']
0,talk,2,0,2,Hello. I am Minato. My role is seer. Have a good game.,,Minato: Hello. I am Minato. My role is seer. Have a good game.,['CO[Minato]:Seer']
0,talk,3,0,3,Hello everyone! I'm Yumi excited to play Werewolf with you all. Let's have some fun and enjoy the game!,,Yumi: Hello everyone! I'm Yumi excited to play Werewolf with you all. Let's have some fun and enjoy the game!,['Other']
0,talk,4,0,1,I appreciate the seer claim   @Minato . Please tell us who you checked and the exact result — specifics now  not later. I don't want a rushed Day 1 lynch; let's gather concrete info before voti,,Servas: I appreciate the seer claim   @Minato . Please tell us who you checked and the exact result — specifics now  not later. I don't want a rushed Day 1 lynch; let's gather concrete info before voti,"['Mt:Minato', 'Req(CO):Seer', 'Req(T):Minato']"
0,talk,6,1,4,Minato any insights from your seer role? It could help us start on the right foot.,,Shion: Minato any insights from your seer role? It could help us start on the right foot.,"['Mt:Minato', 'Req(T):Minato', 'Req(CO):Seer']"
0,talk,9,1,1,@Minato  you claimed seer but gave no details. Who did you check and what was the exact result — now. If you can't show specifics  I'll have to lean toward voting yo,,Servas: @Minato  you claimed seer but gave no details. Who did you check and what was the exact result — now. If you can't show specifics  I'll have to lean toward voting yo,"['Mt:Minato', 'Dis:Minato(CO[Minato]:Seer)', 'Req(CO):Seer', 'Req(V):Minato', 'Req(T):Minato']"
0,talk,10,2,4,Minato we're waiting for your details. Clarity helps us all make better decisions.,,Shion: Minato we're waiting for your details. Clarity helps us all make better decisions.,"['Mt:Minato', 'Req(T):Minato', 'Req(CO):Seer']"
0,talk,11,2,1,@Minato  please tell us exactly who you checked and the result right now. Vague seer claims on Day 1 are dangerous — if you can't give specifics I'll have to stop t,,Servas: @Minato  please tell us exactly who you checked and the result right now. Vague seer claims on Day 1 are dangerous — if you can't give specifics I'll have to stop t,"['Mt:Minato', 'Req(CO):Seer', 'Req(T):Minato', 'Req(V):Minato']"
0,talk,12,3,4,Minato it's crucial we hear from you. Specifics will help us trust your claim.,,Shion: Minato it's crucial we hear from you. Specifics will help us trust your claim.,"['Mt:Minato', 'Req(T):Minato', 'Req(CO):Seer']"
0,talk,13,3,1,Friends  I value caution  but a Day 1 seer claim without specifics is dangerous.  @Minato  please reveal who you checked and the result now—if you can't  I'll have to vote you. Others  speak up quickly; indecision favors the wolves. Over,,Servas: Friends  I value caution  but a Day 1 seer claim without specifics is dangerous.  @Minato  please reveal who you checked and the result now—if you can't  I'll have to vote you. Others  speak up quickly; indecision favors the wolves. Over,"['Mt:Minato', 'Req(CO):Seer', 'Req(T):Minato', 'Req(V):Minato', 'Req(Discuss)', 'Pers:ALL']"
1,talk,0,0,3,I divined Minato last night and the result was Werewolf.,,Yumi: I divined Minato last night and the result was Werewolf.,"['CO[Yumi]:Seer', 'DivT[Yumi]:Minato->Werewolf']"
1,talk,1,0,2,I am a seer. I divined Yumi and Yumi was a human.,,Minato: I am a seer. I divined Yumi and Yumi was a human.,"['CO[Minato]:Seer', 'DivT[Minato]:Yumi->White']"
1,talk,2,0,4,We have conflicting reports. Minato and Yumi one of you is lying. Let's discuss.,,Shion: We have conflicting reports. Minato and Yumi one of you is lying. Let's discuss.,"['contradiction', 'Sus:Minato', 'Sus:Yumi', 'Req(Discuss)']"
1,talk,3,0,1,Calm down  friends — this contradiction is dangerous.  @Minato  please confirm: did you divinate Yumi on Night 0 and get human? A clear yes/no will help. Right now I'm leaning to distrust Yumi's sudden accusation; i,,Servas: Calm down  friends — this contradiction is dangerous.  @Minato  please confirm: did you divinate Yumi on Night 0 and get human? A clear yes/no will help. Right now I'm leaning to distrust Yumi's sudden accusation; i,"['Mt:Minato', 'Req(T):Minato', 'Sus:Yumi', 'contradiction', 'calm']"
1,talk,4,0,5,...,,Sakura: ...,['Other']
1,talk,5,1,3,I'm retracting my Seer claim. I claimed to gather more data but now believe we should focus on getting truthful information from Minato.,,Yumi: I'm retracting my Seer claim. I claimed to gather more data but now believe we should focus on getting truthful information from Minato.,"['Req(T):Minato', 'Other']"
1,talk,6,1,2,I will vote Yumi.,,Minato: I will vote Yumi.,['Vote[Minato]:Yumi']
1,talk,7,1,4,Yumi's retraction is suspicious. Minato can you confirm more details about your divination?,,Shion: Yumi's retraction is suspicious. Minato can you confirm more details about your divination?,"['Sus:Yumi', 'Mt:Minato', 'Req(T):Minato']"
1,talk,8,1,1,I prefer clarity over confusion. Yumi's retraction smells like misdirection.  @Minato  your seer claim sounds consistent to me — I'm voting Yumi. Let's not drag this out. Over,,Servas: I prefer clarity over confusion. Yumi's retraction smells like misdirection.  @Minato  your seer claim sounds consistent to me — I'm voting Yumi. Let's not drag this out. Over,"['Agr:Minato(CO[Minato]:Seer)', 'Sus:Yumi', 'Mt:Minato', 'Vote[Servas]:Yumi']"
1,talk,9,1,5,...,,Sakura: ...,['Other']
1,talk,10,2,3,Please vote for Minato.,,Yumi: Please vote for Minato.,"['Req(V):Minato', 'Pers:ALL']"
