date,type,info1,info2,info3,info4,info5,info4_named,tag
0,talk,0,0,1,Hey everyone let's try to stay calm and see if we can figure out anything suspicious.,,Daisuke: Hey everyone let's try to stay calm and see if we can figure out anything suspicious.,"['calm', 'Req(Discuss)', 'Pers:ALL']"
0,talk,1,0,5,Hello. I am Shion. My role is villager. Have a good game.,,Shion: Hello. I am Shion. My role is villager. Have a good game.,['CO[Shion]:Villager']
0,talk,2,0,2,...,,Victoria: ...,['Other']
0,talk,3,0,4,Skip,,Mizuki: Skip,['Wait']
0,talk,4,0,3,@Daisuke  I’m already watching your poker face mustache for hidden clues this round—don’t think you’re safe yet!,,May: @Daisuke  I’m already watching your poker face mustache for hidden clues this round—don’t think you’re safe yet!,"['Mt:Daisuke', 'Sus:Daisuke']"
0,talk,5,1,1,May I'm just trying to figure things out like everyone else. Let's work together.,,Daisuke: May I'm just trying to figure things out like everyone else. Let's work together.,"['Mt:May', 'Pers:May']"
0,talk,8,1,4,I am Mizuki. I value discipline and order. Let us see this duty through together.,,Mizuki: I am Mizuki. I value discipline and order. Let us see this duty through together.,['Pers:ALL']
0,talk,10,2,1,Mizuki I appreciate your approach. Let's stay focused and keep an eye on details.,,Daisuke: Mizuki I appreciate your approach. Let's stay focused and keep an eye on details.,"['Mt:Mizuki', 'calm', 'Pers:ALL']"
0,talk,12,3,1,Victoria you've been quiet. Any thoughts on what we should look out for?,,Daisuke: Victoria you've been quiet. Any thoughts on what we should look out for?,"['Mt:Victoria', 'Req(T):Victoria', 'Req(Discuss)']"
1,talk,0,0,4,Let us begin the day's proceedings. I call upon the Seer to deliver their report at once.,,Mizuki: Let us begin the day's proceedings. I call upon the Seer to deliver their report at once.,['Req(CO):Seer']
1,talk,1,0,1,I'm curious to hear what the Seer has discovered. Let's stay alert everyone.,,Daisuke: I'm curious to hear what the Seer has discovered. Let's stay alert everyone.,"['Req(CO):Seer', 'Req(listen)']"
