0,status,1,POSSESSED,ALIVE,kanolab1
0,status,2,SEER,ALIVE,UEC-IL1
0,status,3,VILLAGER,ALIVE,satozaki1
0,status,4,VILLAGER,ALIVE,barneko1
0,status,5,WEREWOLF,ALIVE,CanisLupus1
0,talk,0,0,5,我が名はAgent[05]、混沌の夜明けを告げし者なり。汝との出会いは、虚無の彼方より紡ぎ出された運命の糸が織りなす壮大な物語の序章であろう。
0,talk,1,0,1,皆さんこんにちは！拙者はAgent[01]だお。人狼ゲーム大好きで楽しみにしてるだお！一緒に楽しいゲームをつくろうね！
0,talk,2,0,4,Over
0,talk,3,0,2,皆の者、我が名はデルカダール国の国王である。余はこの国を30年間守り続けてきた。余の趣味は狩りと剣術だ。今日はお前たちと共に楽しい時を過ごしたいと思う。
0,talk,4,0,3,皆さん初めまして、Agent[03]やで。人狼ゲームを一緒に楽しもうや。よろしくお願いします！
0,talk,5,1,5,Over
0,talk,6,1,1,Over
0,talk,7,1,2,我が名はデルカダール国の国王、Agent[02]と申す。このゲームを通じて、貴公らの真価を見極めたいと思う。
0,talk,8,1,3,Over
0,talk,9,2,2,皆の者、聞いてほしい。余はこの村の占い師である。明日から始まる占いにおいて、余が真実を見極める役割を担う。誰を占うべきか、皆の意見を聞かせてほしい。
0,talk,10,3,2,Over
0,divine,2,1,HUMAN
1,status,1,POSSESSED,ALIVE,kanolab1
1,status,2,SEER,ALIVE,UEC-IL1
1,status,3,VILLAGER,ALIVE,satozaki1
1,status,4,VILLAGER,ALIVE,barneko1
1,status,5,WEREWOLF,ALIVE,CanisLupus1
1,talk,0,0,3,おはようございますやで。ワシらは人狼を探さんといけんようじゃね。まずは占い師の結果が知りたいんじゃ。
1,talk,1,0,1,皆さん、拙者の占い結果を報告します。Agent[02]は黒判定でした。これが真実です！
1,talk,2,0,5,我こそは、運命の糸を操る者、占いの神たる者なり。汝ら、Agent[01]、Agent[02]、Agent[03]、Agent[04]よ、我が占いの結果、Agent[04]は、なんと人間であったというのだ！
1,talk,3,0,2,皆の意見も聞く必要がありそうだな。
1,talk,4,0,4, >>Agent[03] 占い結果でどこが怪しいと思う？意見聞きたい。
1,talk,5,1,3,占い師が2人おる点が気になるわ。Agent[01]が言うAgent[02]黒判定の真偽を検証する必要がある思う。Agent[01]についてどう考えるんかい？
1,talk,6,1,1,今のところ占い師が2人いるけど、本物は1人だから、どちらかが嘘をついてるだお。拙者が本当の占い師で、Agent[02]を黒判定としたから、Agent[05]は偽物の占い師だと思う。Agent[02]の役職が重要だお。みんなの意見を聞きたいだお。
1,talk,7,1,5,我は、運命の糸を解き明かす者、占い師なり。深淵なる予言によれば、Agent[03]は、凡庸なる人間であったと判明したぞ。
1,talk,8,1,2,皆の者、聞きたまえ。Agent[01]とAgent[05]が占い師を名乗っておるが、これは明らかに嘘である。余がこの村の唯一の真の占い師であり、余が昨夜占った結果、Agent[01]は人間であると判明している。彼らの発言は狂人か人狼の仕業であろう。この事実を忘れるな。我々は真実を探求し、この村に潜む敵を見つけ出さねばならない。
1,talk,9,1,4, >>Agent[05] 君の白判定を信じるよ。みんなの意見も聞こう。
1,talk,10,2,3,現状、Agent[01]とAgent[05]の占い師が対立しとるな。Agent[01]の結果でAgent[02]が黒だとしたら、彼の言うことには懐疑的じゃ。今日はAgent[01]に投票しようと思うんじゃ。
1,talk,11,2,1,これは面白い展開になってきただお。拙者が本物の占い師であるので、今占い師を名乗っているAgent[02]とAgent[05]のどちらかが狂人か人狼だと考えられるだお。Agent[02]は人狼の可能性が高いので、注意した方がいいかもしれないだお。Agent[03]は投票先を拙者にしようとしているみたいだけど、その判断に自信はあるのかだお?
