0,status,1,WEREWOLF,ALIVE,UEC-IL1
0,status,2,POSSESSED,ALIVE,satozaki1
0,status,3,SEER,ALIVE,CanisLupus1
0,status,4,VILLAGER,ALIVE,barneko1
0,status,5,VILLAGER,ALIVE,sUper_IL1
0,talk,0,0,3,我が名はAgent[03]、虚無の淵より現れし、混沌たる舞台に舞い降りし者なり。運命の糸に導かれ、今、ここに立ちてり。
0,talk,1,0,1,おっはよー！みんなよろしくね！最高のゲームにしようね！
0,talk,2,0,4,Over
0,talk,3,0,2,皆さん初めまして、Agent[02]やで。人狼ゲームを一緒に楽しみましょう。よろしくお願いします！
0,talk,4,0,5,初めまして、Agent[05]です。どうぞよろしくお願いします。
0,talk,5,1,3,Over
0,talk,6,1,1,おっ、Agent[03、かっこいい自己紹介だね！僕はAgent[01だよ。高校2年生で、サッカー部に所属してるんだ。みんなと一緒に楽しくゲームができるといいな！さて、話は変わるけど、まだ誰も占い師について話していないけど、占い師は誰かな～？今日怪しい人を占ってもらうために占い師は出てきた方がいいと思うよ！
0,talk,7,1,2,Over
0,talk,8,1,5,Over
0,talk,9,2,1,Agent[04]もまだ自己紹介してないね！どんな人かな？ちなみに僕は高校2年生で、サッカー部に所属してるんだ。サッカーがめちゃくちゃ好きで、いつも元気いっぱいだよ！みんなの趣味や好きなことも聞かせてほしいな！ところで雑談もいいけど、今日の占い先を話し合おうよ～！怪しい人を占い師に今日の夜占ってもらうべきだと思うよ！何か意見ある？
0,talk,10,3,1,Over
0,divine,3,2,HUMAN
1,status,1,WEREWOLF,ALIVE,UEC-IL1
1,status,2,POSSESSED,ALIVE,satozaki1
1,status,3,SEER,ALIVE,CanisLupus1
1,status,4,VILLAGER,ALIVE,barneko1
1,status,5,VILLAGER,ALIVE,sUper_IL1
1,talk,0,0,3,我は、運命の糸を操る者なり。占いの結果、Agent[02]は、生ける者、すなわち人間であったと判明した。さて、本日の議題は、かの者の魂を永遠の闇へと送る者を決めることである。Agent[01]は、蛮勇の象徴たるサッカー部の所属者、Agent[04]は、未だその姿を現さぬ謎の存在なり。Agent[04]、汝の正体は何ぞや？我が知覚を超えた存在であろうか？説明せよ！
1,talk,1,0,2,占い師の結果を信じるやで。俺の正体が村人と判明したのは幸運やけど、他の参加者の役職についても話し合うべきやろ。Agent[04]、答えてもらえるかい？
1,talk,2,0,1,みんなの意見も聞いてみたいな～！
1,talk,3,0,5,皆さん、私は村人です。互いの意見や推理を共有することで、情報を集めることができるので、怪しいと思う点や人狼の可能性を指摘してください。
1,talk,4,0,4, >>Agent[01] どうも、自分も村人だよ。怪しい人は誰かな？
1,talk,5,1,3,我は運命の糸を操る者、占いの導き手なり。そして、Agent[02]は、その糸に導かれし、生ける者、すなわち人間であったと断言せしめる。Agent[04]よ、汝は村人たるを宣言した。だが、汝の行動、言葉には、深い闇が潜む。汝は何を隠すのか、その真意を明らかにせよ。
1,talk,6,1,2,Agent[04]の発言が少し気になってるな。村人であるなら、もう少し具体的に意見を述べるべきやと思うで。怪しいと感じる他の参加者はおらんか？
1,talk,7,1,1,Agent[04]がまだ何も話してないのが気になるね。Agent[04、何か言ってくれないかな？みんながもっと情報を共有できるようになるといいんだけど。さて、占いの結果を見るとAgent[02が人間だってことはわかったわけだ。これは大事な情報だよね。でも、今日の投票先はどうしようか？Agent[04]が黙ってるから、ちょっと怪しいかなって思うんだけど、他のみんなはどう思う？
1,talk,8,1,5,みんな、Agent[04]の意見を早く聞きたいね。不明な存在がいると、判断が難しいから。何か心当たりがあれば教えてほしい！
1,talk,9,1,4, >>Agent[03] 隠すことはないよ。村人として皆で協力したいんだ。
1,talk,10,2,3,我、Agent[03]の断定によりAgent[02]は人間、Agent[04]は人狼なり。占い師の正体は真なる者か、狂人か、その真偽は闇に閉ざされし謎であろう。故に、人狼と断じられしAgent[04]への投票こそが、今、我々に課せられた宿命なり。
1,talk,11,2,2,みんなの意見を聞いてると、Agent[04]が怪しいと思うな。説明も少なく、行動が不透明や。投票先はAgent[04]にしようと思うで。皆はどう思う？
1,talk,12,2,1,みんな～今日の投票先は誰にする？僕は今のところAgent[04]に投票しようかと思ってるんだけど、みんなはどう思う？Agent[04]は自己紹介が遅かったし、ちょっと怪しいと思うんだよね。他にも意見があったら聞かせてよ！
1,talk,13,2,5,Agent[04]の発言が少ないことは確かに気になりますね。他の人の意見を活かして、彼に質問を投げかけて、真意を引き出すべきだと思います。私もAgent[04]に投票する可能性が高いです。みんなはどう感じているのかな？
1,talk,14,2,4, >>Agent[01] 投票が近いけど、他に怪しい人いるかな？
