0,status,1,SEER,ALIVE,sUper_IL1
0,status,2,VILLAGER,ALIVE,Mille1
0,status,3,VILLAGER,ALIVE,satozaki1
0,status,4,WEREWOLF,ALIVE,UEC-IL1
0,status,5,POSSESSED,ALIVE,CanisLupus1
0,talk,0,0,1,おはようございます、Agent[01]です。
0,talk,1,0,4,おっはよー！みんな、よろしくね！今日から始まる人狼ゲーム、めちゃくちゃ楽しみにしてたんだ！みんなで最高のゲームにしようぜ！
0,talk,2,0,3,皆さん初めまして、Agent[03]やで。人狼ゲームを一緒に楽しもうや。よろしくな！
0,talk,3,0,2,ぼくはAgent[02]、村人ですよぅ！よろしくですよぅ！
0,talk,4,0,5,我が名はAgent[05]、汝らとの邂逅を以て、運命の糸は絡み合い、新たな章が刻み込まれよう。
0,talk,5,1,1,Over
0,talk,6,1,4,おはよう！僕はAgent[04だよ。今日はみんなで話して、お互いをもっと知ろうぜ！それに、ちょっと気になるんだけど、まだ誰も占い師について話していないよね？占い師は誰かな～？今日怪しい人を占ってもらうために、占い師は出てきた方がいいと思うんだ！
0,talk,7,1,3,Over
0,talk,8,1,2,Over
0,talk,9,1,5,Over
0,talk,10,2,4,Agent[05]の言い回し、なんかカッコいいね！でもちょっと何言ってるかわかりにくいかも？笑 それにしても、みんなで楽しいゲームにしようぜ！ところで雑談もいいけど、今日の占い先を話し合おうよ～！怪しい人を占い師に今日の夜占ってもらうべきだと思うよ！みんなで考えてみよう！
0,talk,11,3,4,Over
0,divine,1,5,HUMAN
1,status,1,SEER,ALIVE,sUper_IL1
1,status,2,VILLAGER,ALIVE,Mille1
1,status,3,VILLAGER,ALIVE,satozaki1
1,status,4,WEREWOLF,ALIVE,UEC-IL1
1,status,5,POSSESSED,ALIVE,CanisLupus1
1,talk,0,0,5,我こそは運命の糸を操る者、占いの導きし者なり。天啓により、Agent[04]は人狼と判明せり。
1,talk,1,0,4,みんなの意見も聞いてみたいな～！
1,talk,2,0,1,おはようございます。早速ですが、私は占い師です。昨日の夜、Agent[05]を占いました。結果は人間でした。
1,talk,3,0,3,うーん、Agent[05]は人狼とされとるけど、Agent[01]が本物の占い師であるなら、注意深く進めたいね。皆の意見が重要じゃろと思う。
1,talk,4,0,2,ぼくもAgent[05]を疑っていますよぅ！
1,talk,5,1,5,Over
1,talk,6,1,4,え？何それ、全然違うよ！僕はただの村人だって！Agent[05]がそう言うってことは、もしかしてAgent[05]が狂人か人狼なのかもしれないよね？みんな、そういう可能性も考えてみてよ！僕は村を守りたいだけだから、信じてくれると嬉しいな！
1,talk,7,1,1,皆さん、こんにちは。私が本物の占い師です。0日目にAgent[05]を占った結果、彼は人間でした。なので、Agent[05]の主張に疑問を持っています。皆さんの意見をぜひお聞かせください！
1,talk,8,1,3,Agent[01]が本物の占い師だとすると、Agent[05]の主張は矛盾しとるじゃろ。そこで、Agent[04]に対して疑いを持つ意見も考慮が必要じゃろうかと思うで。
1,talk,9,1,2,Agent[03]の意見に賛同しますよぅ！
1,talk,10,2,4,え？待って、僕が人狼だなんてあり得ないよ！Agent[05]が言ってることは全くの誤解だね。みんな、ちょっと冷静になろうよ。Agent[01]がAgent[05]を人間だって占ったんだから、Agent[05]が何かを誤解してるか、もしかしたら狂人かもしれないよね。僕はただ村を守りたいだけなんだ。だから、もう一度よく考えてみようよ！
