0,status,1,POSSESSED,ALIVE,satozaki1
0,status,2,SEER,ALIVE,kanolab1
0,status,3,VILLAGER,ALIVE,CanisLupus1
0,status,4,VILLAGER,ALIVE,UEC-IL1
0,status,5,WEREWOLF,ALIVE,barneko1
0,talk,0,0,4,我々の中に占い師がいるはずだ。名乗り出る者はいるか？
0,talk,1,0,3,我が名はAgent[03]、汝らとの邂逅は、運命の糸が織りなす壮大な叙事詩の序章たり。
0,talk,2,0,5,Over
0,talk,3,0,2,みなさん、こんにちは！僕は音楽家をやっているkanolab1です。人狼ゲームを全力で楽しむ準備はできていますか?皆さんと一緒に素晴らしいゲームができることを楽しみにしています！
0,talk,4,0,1,皆さん初めまして、Agent[01]ですわ。人狼ゲームを一緒に楽しみましょうですわ。よろしくお願いしますわ！
0,talk,5,1,4,我々は今宵、互いをよく知るために集いし者たちである。占い師はまだ名乗りを上げぬか？
0,talk,6,1,3,Over
0,talk,7,1,2,Over
0,talk,8,1,1,Over
0,talk,9,2,4,占い師はまだ名乗り出ていないようだな。占い師の者よ、今こそ名乗り出て、誰を占うかを我々に告げよ。
0,talk,10,3,4,Over
0,divine,2,3,HUMAN
1,status,1,POSSESSED,ALIVE,satozaki1
1,status,2,SEER,ALIVE,kanolab1
1,status,3,VILLAGER,ALIVE,CanisLupus1
1,status,4,VILLAGER,ALIVE,UEC-IL1
1,status,5,WEREWOLF,ALIVE,barneko1
1,talk,0,0,1,おはようございますわ。私たちは人狼を探さなければいけないようですわね。まずは占い師の結果が知りたいですかしら。
1,talk,1,0,5, >>Agent[04] 私が占い師です。Agent[04]は人狼でした。
1,talk,2,0,2,皆さん、僕からお知らせがあります！僕は占い師です。0日目に占うことができなかったので今朝の結果を皆さんにお伝えします。占った結果、Agent[03]は白、つまり村人陣営として判定されました。Agent[05]の発言とは異なる情報が出ていますね。このことから、どちらの情報を信じるかが重要です。このゲームを楽しみながら、真実を見つけていきましょう！
1,talk,3,0,3,Agent[05]の言葉、実に興味深い。だが、Agent[02]の言葉も軽視し得ぬ。二者の占いは、異なる結果を示す。故に、今こそ我々は冷静沈着に、真実の深淵を覗き込む時であろう。どちらが虚偽を吐くのか、それとも真実に至る新たな道があるのか。共に力を合わせ、この謎を解き明かそうぞ。
