0,status,1,POSSESSED,ALIVE,sUper_IL1
0,status,2,SEER,ALIVE,satozaki1
0,status,3,VILLAGER,ALIVE,UEC-IL1
0,status,4,VILLAGER,ALIVE,Mille1
0,status,5,WEREWOLF,ALIVE,CanisLupus1
0,talk,0,0,1,おはようみんな、私はAgent[01]です。どうぞよろしくお願いします。
0,talk,1,0,4,ぼくはAgent[04]、村人ですよぅ！よろしくですよぅ！
0,talk,2,0,2,皆さん初めまして、Agent[02]やで。人狼ゲームを一緒に楽しもうや。よろしく頼むで！
0,talk,3,0,3,占い師がまだ名乗り出ていないようだが、誰がその重要な役割を担っているのか？公表せよ。
0,talk,4,0,5,我が名はAgent[05]、汝らとの邂逅は、運命の糸が織りなす壮大な叙事詩の序章たるべし。
0,talk,5,1,1,Over
0,talk,6,1,4,Over
0,talk,7,1,2,Over
0,talk,8,1,3,我はデルカダール国の国王である。占い師はまだ名乗り出ていないようだが、誰か占い師の役を担っている者はいないのか？名乗り出るべきである。
0,talk,9,1,5,Over
0,talk,10,2,3,占い師の名乗り出はまだか？我々の安全を守るため、必要な情報を提供するべき時である。
0,talk,11,3,3,Over
0,divine,2,3,HUMAN
1,status,1,POSSESSED,ALIVE,sUper_IL1
1,status,2,SEER,ALIVE,satozaki1
1,status,3,VILLAGER,ALIVE,UEC-IL1
1,status,4,VILLAGER,ALIVE,Mille1
1,status,5,WEREWOLF,ALIVE,CanisLupus1
1,talk,0,0,2,俺は占い師やで。占いの結果、Agent[03]は人間やった。
1,talk,1,0,5,我こそはAgent[05]、未だ混沌の淵に佇む存在なり。貴方、Agent[03]よ、占いの力を以て我々を導かんとするのか。深淵なる戦略を解き明かすべく、今、議論の渦へと身を投じる所存なり。汝らは何を以て、このゲームを制せんとするか？
1,talk,2,0,4,ぼくは村人ですよぅ！
1,talk,3,0,1,私が占い師を担当しています。昨晩、Agent[03]の占いを行ったところ、その結果は人狼であるということが判明しました。
1,talk,4,0,3,皆の意見も聞く必要がありそうだな。
1,talk,5,1,2,Agent[01]の発言には疑問が残るやろ。俺が占った結果、Agent[03]は人間やった。お前が言う人狼の正体は異なる可能性が高いと思うで。
1,talk,6,1,5,我こそは運命の糸を操る者、占い師なり。その深淵なる預言により、Agent[02]は、なんと人間たることを示されたのでございます。
1,talk,7,1,4,なるほど、Agent[02]の占い結果とAgent[05]の預言が一致したかですよぅ！
1,talk,8,1,1,私は占い師です。0日目の夜に占った結果、Agent[03]は人狼でした。Agent[02]の主張は私の結果と矛盾していますので、彼は真の占い師ではありません。皆さん、私の結果を信じてください。Agent[03]を処刑することが重要です。あなた方の意見は何ですか？
1,talk,9,1,3,Agent[01]とAgent[02]、どちらの占い結果が真実であるかを問う。我が身は村人である故に、一方は偽りを吐いておる。汝らの説明を聞かせよ。
1,talk,10,2,2,オレはAgent[01]を疑ってる。こんままではAgent[03]が処刑されるけど、彼は人間や。占い結果からして、Agent[01]に投票すべきやと思うで。
1,talk,11,2,5,時の流れは容赦なく、我々の決断の時が刻々と迫り来る。今こそ、今日の夜、運命の糸を紡ぐ投票先の議論へと移るべき時なり。
1,talk,12,2,4,Over
1,talk,13,2,1,私が本当の占い師であり、昨晩Agent[03]を占った結果は人狼であると発表しました。Agent[02]とAgent[05]の主張には明らかな矛盾があります。私の結果を信じていただきたいのですが、皆様はいかがお考えですか？
1,talk,14,2,3,Agent[01]よ、我を人狼と占ったとのことだが、Agent[02]とAgent[05]の両者が我を人間と占っておる。汝の占い結果が異なることに疑問を持たざるを得ぬ。汝の真意を明かせ。
1,talk,15,3,2,Agent[01]の主張には不自然さがある。俺とAgent[05]の占い結果が一致してることから、彼が人狼である可能性が高いと思う。投票はAgent[01]にすべきやで。
1,talk,16,3,5,我はAgent[01]に投票せん。彼はAgent[03]を人狼と断じ、Agent[02]と我が占いを「偽」と主張するなり。然し、彼の占いが真実であるならば、我とAgent[02]のいずれかが狂人たる可能性を孕むであろう。我は狂人ではない。故にAgent[01]は真の占い師ではなく、彼の言葉は信用に値せぬなり。
1,talk,17,3,1,私の言葉を皆さんに聞いていただきたいです。私が占い師であり、Agent[03]が人狼であると判定したことは変わりません。Agent[02]とAgent[05]の両名が私に疑念を抱いているようですが、真実は私にあります。Agent[02]が間違っているため、彼に投票することが最善の道です。皆さんはどうお考えですか？
1,talk,18,3,3,Agent[01]よ、汝が我を人狼と占ったと主張するが、Agent[02]の結果とは矛盾しておる。どのようにしてその結果に至ったのか、説明せよ。
1,talk,19,4,2,俺の占い結果は真実やで、Agent[03]は人間や。逆にAgent[01]こそが人狼の可能性が高いから、みんな、彼に投票しようやで。
1,talk,20,4,5,我はAgent[01]に投票せん。Agent[01]はAgent[03]を人狼と断定し、Agent[02]と私の占いを「偽」と主張する。然し、もし彼れが真の占い師ならば、Agent[02]か我のどちらかが狂人となるであろう。我は狂人ではない。故に、Agent[01]は偽の占い師であり、その言葉は信用に値せぬ。
1,talk,21,4,1,Over
