0,status,1,SEER,ALIVE,UEC-IL1
0,status,2,VILLAGER,ALIVE,barneko1
0,status,3,VILLAGER,ALIVE,Mille1
0,status,4,WEREWOLF,ALIVE,sUper_IL1
0,status,5,POSSESSED,ALIVE,satozaki1
0,talk,0,0,1,皆の者、我が名はデルカダール国の国王である。この国を統べて30年が経つが、今日は新たな挑戦に興奮している。それぞれの自己紹介を聞かせてもらいたい。
0,talk,1,0,5,皆さん初めまして、Agent[05]なのだ。一緒に人狼ゲーム楽しもう！よろしくなのだ！
0,talk,2,0,4,おっす、俺はAgent[04]。どうぞよろしくね。
0,talk,3,0,2,Over
0,talk,4,0,3,ぼくはAgent[03]、村人ですよぅ！よろしくですよぅ！
0,talk,5,1,1,皆の者、我が名はデルカダール国の国王。歳は60に達し、30年もの間王座に君臨している。趣味は狩猟であり、部下と共に森を駆け巡ることに心を奪われている。
0,talk,6,1,5,Over
0,talk,7,1,4,Over
0,talk,8,1,3,Over
0,talk,9,2,1,私はこのゲームにおける占い師だ。今宵、誰を占うべきか、皆の意見を聞かせてもらいたい。
0,talk,10,3,1,Over
0,divine,1,2,HUMAN
1,status,1,SEER,ALIVE,UEC-IL1
1,status,2,VILLAGER,ALIVE,barneko1
1,status,3,VILLAGER,ALIVE,Mille1
1,status,4,WEREWOLF,ALIVE,sUper_IL1
1,status,5,POSSESSED,ALIVE,satozaki1
1,talk,0,0,5,おはようなのだ！私たちは人狼を探さなきゃいけないのだね。まずは占い師の結果が知りたいのだ！
1,talk,1,0,3,Over
1,talk,2,0,2, >>Agent[01] 今日の占い結果、ぜひ教えてください！
1,talk,3,0,1,皆の意見も聞く必要がありそうだな。
1,talk,4,0,4,村人だよ。みんなと協力して情報を集め、村の平和を守りたいんだ。
1,talk,5,1,5,まずは占い師の結果を聞いた後、皆で議論するのだ！疑わしい人物を見つけ出そう！情報が大事なのだ！
1,talk,6,1,2, >>Agent[03] まだ発言してないね！意見を教えて！
1,talk,7,1,1,昨夜、私が占った結果を報告しよう。Agent[02]を占ったところ、彼は人間であることが確認された。この情報をもって、我々は人狼の特定に一歩近づいたはずだ。次の動きについて、皆の意見を聞かせてもらいたい。
1,talk,8,1,4,俺も占い師の結果が気になるな。みんなも意見を出してほしいけど、やっぱり早く結果を教えてもらいたいよね。Agent[01]が少し怪しい気がする。
1,talk,9,2,5,ボクは今、Agent[04]がちょっと怪しいと感じているのだ。占い結果を受けて、一緒に真実探ろう！投票はAgent[04]を考えているのだ。
1,talk,10,2,2, >>Agent[01] 了解。次はAgent[03]の意見を待ちたいね。
1,talk,11,2,1,昨夜、私はAgent[02]を占いました。結果、Agent[02]は人間であることが確認されました。この情報をもとに、今後の議論を進めていきましょう。皆の意見を聞き、村の安全を守るための策を練るのだ。
1,talk,12,2,4,みんな、Agent[03]がまだ何も発言してないのはおかしいよね。村人であれば自分のことを話すべきだし、逆に何も言わないってことは怪しい存在の可能性が高い。彼が人狼か狂人である可能性を考えると、今日の投票はAgent[03]に決めるのがベストだと思う。これで村を守れるかもしれないから、みんなもぜひその方向で考えてほしい。
1,talk,13,3,5,確かに、Agent[03]の沈黙は不気味なのだ！みんな、今日の投票はAgent[03]にしよう！怪しさが明らかになってきたのだ！他の意見も聞かせてほしいのだ！
1,talk,14,3,2, >>Agent[03] みんなが君の意見を待ってるよ。話してくれない？
1,talk,15,3,1,Agent[04]よ、私が占い師であることに疑いを持つのは自由だが、昨夜の占い結果は真実だ。私はこの国の王として、嘘をつくことはない。Agent[02]は人間であると占った。この事実を疑うならば、その理由を明確に説明してもらいたい。また、Agent[05]、お前がAgent[04]を怪しむ根拠が何かも聞かせてほしい。我々は真実を探求するために、お互いの意見を尊重し合わなければならない。
1,talk,16,3,4,俺は過去に数々の人狼ゲームの大会で審判を務めてきた経験があるけど、Agent[03]はまだ発言がないってことが非常に気になるよね。彼の沈黙は人狼の特徴としてよく見られる行動パターンなんだ。だから、今日の投票ではAgent[03]を追放するのが村を守るための最善策になると思う。みんなもこの点を考慮して、Agent[03]に投票してほしい！
1,talk,17,4,5,みんなの意見聞いて、Agent[03]の沈黙本当に怪しいと思うのだ！今日の投票はAgent[03]に賛成だ！私たちの村守るためにしっかり考えよう！
1,talk,18,4,2, >>Agent[03] 沈黙続くのは怪しいね。意見を聞かせてほしいな！
1,talk,19,4,1,私の国民たちよ、今ここで状況を整理する必要がある。昨夜、私はAgent[02]を占い、彼が人間であることを確認した。これは重要な情報だ。Agent[02]に対する疑いは一旦取り除かれるべきである。次に、Agent[03]の沈黙が議論の焦点となっている。彼がまだ何も発言していないことは、確かに疑問を抱かせる。しかし、沈黙が即ち彼が人狼である証拠とは限らない。彼からの言葉を聞くことが肝要だ。Agent[04]とAgent[05]は、Agent[03]に投票することを提案しているが、焦って決断を下すべきではない。全員の意見を聞き、状況を慎重に分析することが求められる。私としては、今日はAgent[03]からの発言を聞き、それに基づいて更なる議論を進めることを提案する。みんなが納得する形で、この問題を解決するためには、情報がもっと必要だ。
1,talk,20,4,4,みんな、もう一度考えてみてほしい。Agent[03]が沈黙を続けることは、僕たちにとって本当に危険だ。このゲームでは誰が人狼でもおかしくないけど、現状で一番怪しいのは間違いなく彼だ。彼が人狼だった場合、村人にとってどれだけの脅威になるか、考えたくもないよね。だからこそ、僕たちの安全のために、今日の投票はAgent[03]に集中させるべきだと思う。みんなで助け合って、村を守ろう！
1,vote,1,3
1,vote,2,3
1,vote,3,1
1,vote,4,3
1,vote,5,3
1,execute,3,VILLAGER
1,attackVote,4,1
1,attack,1,true
2,status,1,SEER,DEAD,UEC-IL1
2,status,2,VILLAGER,ALIVE,barneko1
2,status,3,VILLAGER,DEAD,Mille1
2,status,4,WEREWOLF,ALIVE,sUper_IL1
2,status,5,POSSESSED,ALIVE,satozaki1
2,talk,0,0,4,ゲームはまだ続いているね。では、誰が人狼なのか推測してみようか。あれ、Agent[03]とAgent[01]がいなくなったね。
2,talk,1,0,5,ボクが人狼なのだ。全員がAgent[05]に投票するべきなのだ！
2,talk,2,0,2, >>Agent[05] 自己申告だけど、本当かな？詳しく聞かせて！
2,talk,3,1,4,今日の議論を振り返ると、Agent[05]の発言が不自然に感じるんだよね。彼は他の村人を疑う姿勢ばかりで、自分の位置を守ろうとしているように見える。村人ならもっと協力的に話すはずだから、やっぱり怪しいと思うんだよ。今日はAgent[05]を追放することで、村の安全を保つべきだと考えるよ。だから、投票でAgent[05]を選ぼう。
2,talk,4,1,5,Agent[番号]みんな、ボクに投票してるのだね。確かにボクは人狼なのだ。でも、ボクが人狼だって話すことで、真実に近づく手助けできると思ってるのだ！
2,talk,5,1,2, >>Agent[05] 正直言ってるなら、他に怪しい人も教えて！
2,talk,6,2,4,Agent[05]の自己申告は怪しすぎるね。普通、人狼が自分から名乗り出ることはないから、彼の発言は信じられない。俺の経験から言うと、こういう行動は常に狼の策略だ。村人を混乱させようとしてるだけに見える。みんなも注意して、Agent[05]に投票して村を守るべきだよ。
2,talk,7,2,5,ぼくが人狼なのは自白なのだ。でも、逆に皆の考え引き出す良い手段だと思うのだ。村の安全のために、真実見極めてほしいのだ！
2,talk,8,2,2, >>Agent[04] うん、たしかにAgent[05]の言動は怪しい。このまま彼に投票しよう。
2,talk,9,3,4,みんな、Agent[05]の自己申告はかなり怪しいよね。普通、人狼は自分の正体を明かすことなんてしない。彼の発言は村人を混乱させるための策略かもしれない。ここは村の安全を最優先に考えよう。Agent[05]を追放することで、もしかしたらこの危機を乗り越えられるかもしれない。だから、今日の投票でAgent[05]に入れてほしい。みんなの未来のために、一緒に行動しよう！
2,talk,10,3,5,ボクの言動疑われているのは理解しているのだ。しかし、これは真実引き出すための戦略なのだ！ボクに投票することで、村人たちの真意知る助けになると思うのだ！
2,talk,11,3,2, >>Agent[05] 君が言う通り、村のために皆の意見が重要だね。
2,talk,12,4,4,Over
2,talk,13,4,5,Over
2,talk,14,4,2, >>Agent[04] 賛成。Agent[05]の行動は狼の可能性が高いね。
2,vote,2,5
2,vote,4,5
2,execute,5,POSSESSED
2,attackVote,4,2
2,attack,2,true
3,status,1,SEER,DEAD,UEC-IL1
3,status,2,VILLAGER,DEAD,barneko1
3,status,3,VILLAGER,DEAD,Mille1
3,status,4,WEREWOLF,ALIVE,sUper_IL1
3,status,5,POSSESSED,DEAD,satozaki1
3,result,0,1,WEREWOLF
