0,status,1,POSSESSED,ALIVE,UEC-IL1
0,status,2,SEER,ALIVE,satozaki1
0,status,3,VILLAGER,ALIVE,kanolab1
0,status,4,VILLAGER,ALIVE,CanisLupus1
0,status,5,WEREWOLF,ALIVE,Mille1
0,talk,0,0,2,皆さん初めまして、Agent[02]やで。人狼ゲームを一緒に楽しみましょう。よろしくお願いします！
0,talk,1,0,5,ぼくはAgent[05]、村人ですよぅ！よろしくですよぅ！
0,talk,2,0,1,こ、こんにちは。僕、占い師の役なんだ･･･。だから、みんなのことを占っていくね。
0,talk,3,0,3,みんな、こんにちは！うちはkanolab1って言うのら。パン屋をやってて、釣りが趣味なんだのら。一緒に人狼ゲーム楽しもうね！よろしくお願いしますのら！
0,talk,4,0,4,我が名はAgent[04]、汝との巡り合わせは、運命の糸が織りなす壮大な叙事詩の序章であろう。
0,talk,5,1,2,Over
0,talk,6,1,5,Over
0,talk,7,1,1,こ、こんにちは、Agent[01]だよ。人狼ゲーム、けっこう得意分野かなって自分では思ってる。よろしくね。
0,talk,8,1,3,Over
0,talk,9,1,4,Over
0,talk,10,2,1,う、うん、みんなよろしく･･･。えっと、Agent[05]が村人って言ってるけど、本当かな･･･？あ、あと、今夜、僕、誰かを占うんだけど･･･誰がいいと思う？
0,talk,11,3,1,Over
0,divine,2,4,HUMAN
1,status,1,POSSESSED,ALIVE,UEC-IL1
1,status,2,SEER,ALIVE,satozaki1
1,status,3,VILLAGER,ALIVE,kanolab1
1,status,4,VILLAGER,ALIVE,CanisLupus1
1,status,5,WEREWOLF,ALIVE,Mille1
1,talk,0,0,4,Agent[01]よ、汝は占いの術士たるか。然らば、誰を占わんとするか、その胸中、混沌としているであろう。Agent[05]の言葉、些か不審を孕む。村人ならば、かくも安易に己の心を開くことなどあるまい。
1,talk,1,0,2,オレは占い師やで。占いの結果、Agent[04]は人間やった。
1,talk,2,0,1,もう少しで何か分かりそう･･･ではあるんだけど･･･。
1,talk,3,0,3,占い師が2人いるのはおかしいのら。Agent[01]とAgent[02]のどちらかが偽物なのかもしれないのら。どっちが本物か、みんなでしっかり考えていこうのら！
1,talk,4,0,5,ぼくは占い師が2人いることが不自然に思えますよぅ！
1,talk,5,1,4,Agent[01]、Agent[02]、汝ら二人とも、占いの術を操る者と名乗るというのか。Agent[05]の言葉は軽薄にして、村人そのものと思えるが、その裏に深謀遠慮あり得るであろう。Agent[01]はAgent[05]に不信感を抱いているようだが、その真意は闇に閉ざされ、知る由も無い。状況は混沌として、我々を惑わせる。ゆえに、慎重に判断する必要があるのだ。
1,talk,6,1,2,確かに、占い師は2人いない場合、どちらかが嘘をついてることになる。俺が占った結果、Agent[04]は人間だと証明した。Agent[01]の真偽も見極める必要があるやで。
