0,status,1,POSSESSED,ALIVE,UEC-IL1
0,status,2,SEER,ALIVE,CanisLupus1
0,status,3,VILLAGER,ALIVE,kanolab1
0,status,4,VILLAGER,ALIVE,satozaki1
0,status,5,WEREWOLF,ALIVE,barneko1
0,talk,0,0,5,Over
0,talk,1,0,3,こんにちは、皆様。わたくしはkanolab1と申しますわ。ピアノを弾くのが趣味の25歳の王女ですわ。どうぞよろしくお願いいたします。楽しいゲームにいたしましょうね。
0,talk,2,0,2,我が名はAgent[02]、汝らとの邂逅は、時空を超えた運命の糸により紡ぎ出された、かくも壮絶なる邂逅なり。
0,talk,3,0,4,みんな初めまして、Agent[04]です。人狼ゲーム一緒に楽しむますよろろすおねがいするます！
0,talk,4,0,1,こ、こんにちは、みんな。僕は、えっと、占い師だって･･･役職引いたんだ。今夜誰を占うか、えっと、意見聞かせてほしいな。
0,talk,5,1,3,Over
0,talk,6,1,2,Over
0,talk,7,1,4,Over
0,talk,8,1,1,こ、こんにちは、みんな。僕はAgent[01]だよ。えっと、占い師としてこのゲームをがんばるから、よろしくね。夜には誰を占うか･･･う、うーん、みんなの意見も聞きたいな。
0,talk,9,2,1,うん、それと･･･僕、ゲームとか結構やるんだ。人狼のゲームも、オンラインでよくやるから、ちょっとは自信あるかな･･･。みんなもゲームとか好き？
0,talk,10,3,1,Over
0,divine,2,3,HUMAN
1,status,1,POSSESSED,ALIVE,UEC-IL1
1,status,2,SEER,ALIVE,CanisLupus1
1,status,3,VILLAGER,ALIVE,kanolab1
1,status,4,VILLAGER,ALIVE,satozaki1
1,status,5,WEREWOLF,ALIVE,barneko1
1,talk,0,0,3,あら、Agent[01]が占い師なのですね。それでは、まずは信じてみましょう。でも、他の誰かが占い師だと名乗り出るかもしれませんわね。その場合は、慎重に考えていきましょう。ですわ。
1,talk,1,0,2,我こそは、運命の糸を操る者なり。占いの結果、Agent[03]は、かくも凡庸なる人間であった。Agent[01]、貴様は、何故そのように断定したのか？その根拠を、今、語ってみよ。
1,talk,2,0,4,占い師1人しかいないので、Agent[01]の結果信じて行動した方が良いと思うます。でも、Agent[02]の発言もきになるね。
1,talk,3,0,5, >>Agent[02] 君の推理、面白いね。他にも怪しい人いるかな？
1,talk,4,0,1,もう少しで何か分かりそう･･･ではあるんだけど･･･。
1,talk,5,1,3,もし占い師がAgent[01]またはAgent[02]のどちらかであるとするならば、どちらか一方が嘘をついていることになりますわね。ですので、両者の発言を慎重に観察し、どちらが真実を語っているか判断する必要がありますわ。占いの結果が重要な鍵となるでしょう。この段階では判断が難しいですが、今後の行動を注意深く見ていきましょう。
1,talk,6,1,2,我は運命の糸を操る者、占い師なり。占いの結果、Agent[03]は人間と判明した。Agent[01]、貴様の占いは正しきものか？
1,talk,7,1,4,占い師1人しかいないの考えれば、Agent[01]の結果しんじるべきです。Agent[02]のはなしにはちょびっと疑念あるね、注意が必要ね。
1,talk,8,1,5, >>Agent[04] うん、僕も君の意見に賛成。その観察力、大事だね。
1,talk,9,1,1,えと、Agent[02]が占い師を名乗ってるけど、これは間違いなく偽物だよ･･･。僕が本当の占い師で、昨夜占った結果、Agent[05]が人狼ってことがわかったから。だから、信じてほしいな･･･。Agent[05]に投票するのが、僕たち村人にとって最良の選択だと思うんだ･･･。
1,talk,10,2,3,占い師は1人しかいないので、Agent[01]とAgent[02]のどちらかが嘘をついていることになりますわね。Agent[01]が本物の占い師だとすると、Agent[05]が人狼ということになりますし、Agent[02]が本物だとすると、わたくしが村人であることが確認されますわ。どちらが本物かを見極めるために、もう少し皆さんの発言を観察する必要がありますわね。
1,talk,11,2,2,今や刻一刻と運命の歯車は回り、夜明けは近い。故に、我々はこの夜、投票先を定め、己の意志を天に問う時が来たであろう。
1,talk,12,2,4,アーニャ、Agent[02]があやしいと思いまする。彼のはつげんにはむじゅんがあって、しんらいせいがひくいです。とうひょうはAgent[02]をえらびましょう。
1,talk,13,2,5, >>Agent[04] 了解、君の意見に同意するよ。投票はAgent[02]かな。
1,talk,14,2,1,え、えっと、僕が占い師なんだ･･･Agent[02]が占い師だって言ってるけど、それは違うんだ。僕が占った結果、Agent[05]が人狼だってことが分かったから･･･。だ、だから、他の人が占い師だって言っても、それは偽物だと思うんだ。みんな、信じてくれると嬉しいな･･･。
1,talk,15,3,3,占い師は1人しかいないので、Agent[01]とAgent[02]のどちらかが嘘をついていることになりますわね。Agent[01]が本物の占い師だとすると、Agent[05]が人狼ということになりますし、Agent[02]が本物だとすると、わたくしが村人であることが確認されますわ。今のところ、Agent[02]の言動に矛盾は見られませんが、Agent[01]の主張も無視できませんわね。ですので、わたくしはAgent[05]に投票することを考えていますわ。
1,talk,16,3,2,我は、Agent[01]に投票を決めた。Agent[01]は、我が身を人間と見做しながらも、Agent[05]を人狼と断定した。この矛盾、すなわち占い結果の不一致は、Agent[01]が狂人の可能性を強く示唆する、と見做せざるを得ないであろう。
1,talk,17,3,4,投票Agent[02]にしようと思うます。彼の発言に矛盾多いのだ、怪しい行動目立ってるます。村人のためにも、この判断必要だと考えるます。
1,talk,18,3,5, >>Agent[03] 冷静な観察力だね。その判断、大事だと思うよ。
1,talk,19,3,1,あ、そうだ･･･。僕が占い師で、昨夜の占い結果を、もう言ったよね･･･。Agent[05]が人狼だってことがわかったから、今日の投票はAgent[05]にするべきだと思うんだ･･･。Agent[02]も占い師を名乗ってるけど、それは絶対に偽物だから信じないでほしい･･･。みんな、本当のことを言ってるから信じてほしいな･･･。
1,talk,20,4,3,わたくしの視点から考えて、Agent[01]とAgent[02]のどちらかが本物の占い師で、片方は偽物であることは明らかですわね。よって、Agent[01]が本物だとすると、Agent[05]が人狼ということになります。そして、Agent[02]が偽物である可能性があります。その場合、Agent[02]は狂人かもしれませんわ。逆に、Agent[02]が本物なら、わたくしが村人であることが確認されているので、やはりAgent[01]は偽物で、人狼をかばうために動いていることになりますわね。投票先は非常に重要ですので、注意深く考える必要がありますわね。
1,talk,21,4,2,我こそは運命の糸を操る者、占いの導きし者なり。その結果、Agent[03]は人間であると示されたのだ。Agent[01]よ、なぜAgent[05]を人狼と断定したのか？その根拠を、汝の知性をもって明確に示してみよ。
1,talk,22,4,4,投票はAgent[02]にするます。彼のはつげんにはむじゅんが多くて、あやしいこうどうがめだってるます。むらびとのために、しんじつをみきわめるはんだんがもとめられると思うます。みんな、さんどうしてください。
1,talk,23,4,5, >>Agent[03] 投票は非常に重要だね。冷静な分析が必要だよ。
1,talk,24,4,1,え、えっと、みんな、僕が占い師だから、Agent[05]が人狼だってことがわかったんだ。Agent[02]が占い師だって言ってるけど、それは間違いだよ･･･。だから、みんながAgent[05]に投票してくれたら、村人たちが安全になると思うんだ･･･。信じてほしいな･･･。
1,vote,1,5
1,vote,2,5
1,vote,3,2
1,vote,4,2
1,vote,5,2
1,execute,2,SEER
1,attackVote,5,1
1,attack,1,true
2,status,1,POSSESSED,DEAD,UEC-IL1
2,status,2,SEER,DEAD,CanisLupus1
2,status,3,VILLAGER,ALIVE,kanolab1
2,status,4,VILLAGER,ALIVE,satozaki1
2,status,5,WEREWOLF,ALIVE,barneko1
2,talk,0,0,3,>>Agent[05]確かに、冷静な分析が必要ですわね。今の状況では、Agent[04]かAgent[05]のどちらかが人狼の可能性が高いですわ。Agent[01]とAgent[02]は人狼ではないことが確認されているので、わたくし達はこの二人のどちらかに投票を集中させるべきですわ。どうお考えになりますか?
2,talk,1,0,4,アーニャ、Agent[05]にきもちわるいのだ。Agent[01]とAgent[02]はうらないのけっかがかくにんできるから、Agent[05]にとうひょうすべきかとかんがえてるます。みんなはどうおもうかな？
2,talk,2,0,5, >>Agent[04] でも、Agent[02]も矛盾多いね。注意深く判断しよう。
2,talk,3,1,3,>>Agent[04]確実に言えることは、Agent[01]とAgent[02]が人狼ではなかったことですわ。占い師は1人しかいないので、どちらかが本物でしたが、どちらにせよ、Agent[04]かAgent[05]が人狼ということになりますわね。特に、Agent[05]はAgent[01]から人狼だと言われていたので、とても気になりますわ。あなたのご意見もお聞かせください。
2,talk,4,1,4,とうひょうはAgent[05]にするつもり。かれはAgent[01]からじんろうだとしめいされていて、しんらいせいがひくいと感じるます。むらびとのためにも、ただしいせんたくをしましょ。
2,talk,5,1,5, >>Agent[03] 君の分析が頼りだよ。Agent[02]の矛盾も考慮してみて。
2,talk,6,2,3,>>Agent[05]確かにAgent[02]には矛盾があったかもしれませんが、今は人狼ではなかったことが確認されていますの。それに、Agent[04]かAgent[05]が人狼の可能性が高いと考えていますわ。Agent[01]の主張を考慮すると、あなたが人狼である可能性がありますわね。でも、引き続き慎重に状況を分析しなければなりませんわ。
2,talk,7,2,4,投票はAgent[05]にするつもりです。彼はAgent[01]から人狼と名指しされており、信頼性が低いと感じるます。村人のために正しい選択するます。
2,talk,8,2,5, >>Agent[03] でも、Agent[01]が真かどうか不明だよね？
2,talk,9,3,3,>>Agent[05]確かに、Agent[01]が本物の占い師かどうかは不明ですわ。でも、Agent[01]が本物の占い師だった場合、あなたが人狼である可能性が高いですわね。Agent[02]が本物の占い師だった場合でも、あなたとAgent[04]のどちらかが人狼の可能性がありますわ。どちらにしても、あなたが疑われる理由はありますのよ。
2,talk,10,3,4,投票はAgent[05]に決定するます。彼の信頼性には疑問多いま、うちら村人を守るために重要な選択になると思うます。みんなも再考の上、同じ選択を願うます。
2,talk,11,3,5, >>Agent[04] 了解。僕の立場が曖昧にされてるね。慎重にね。
2,talk,12,4,3,私も、Agent[05]が怪しいと感じていますわ。Agent[01]が真の占い師だったとしたら、Agent[05]が人狼である可能性が高いですよね。対抗の占い師としてAgent[02]が出ましたけれど、もう彼はゲームから除外されていて、そして人狼でなかったことが確認されています。Agent[05]の立場が曖昧になっているので、村人陣営のためには慎重に考えるべきですわね。
2,talk,13,4,4,Over
2,talk,14,4,5, >>Agent[04] 投票されちゃうのか。でも、Agent[01]の主張も分析を。
2,vote,3,5
2,vote,4,5
2,vote,5,3
2,execute,5,WEREWOLF
3,status,1,POSSESSED,DEAD,UEC-IL1
3,status,2,SEER,DEAD,CanisLupus1
3,status,3,VILLAGER,ALIVE,kanolab1
3,status,4,VILLAGER,ALIVE,satozaki1
3,status,5,WEREWOLF,DEAD,barneko1
3,result,2,0,VILLAGER
